dataset,mechanism,pattern,missing_rate,method,n_reps,rmse_mean,rmse_median,rmse_std,rmse_ci_low,rmse_ci_high,mae_mean,mae_median,mae_std,mae_ci_low,mae_ci_high,wall_time_sec_mean,wall_time_sec_median,wall_time_sec_std,wall_time_sec_ci_low,wall_time_sec_ci_high,vbpca_mean_variance_mean,rmse_ci,mae_ci,time_ci
diabetes,MAR,random,0.1,mice_pca,20,0.7163948054269551,0.7169805190245324,0.0292927375956699,0.6648240209702265,0.7702312423231111,0.5183545944261393,0.5225267146804647,0.0252563457608625,0.4740820712428555,0.559990753987963,0.3699939644995538,0.3444776160013134,0.0901949889786798,0.2679947010245087,0.5171519638720383,,"[0.6648, 0.7702]","[0.4741, 0.5600]","[0.2680, 0.5172]"
diabetes,MAR,random,0.1,vbpca_vb_modern,20,0.7532607307678791,0.7500332960339323,0.0290144375194669,0.7075072084563243,0.8110575989560184,0.5754369529410241,0.5735374532354254,0.026158576642414,0.5320361285355909,0.6246994928104737,21.27887462860017,23.969861487501475,3.4879412760659023,16.430877780149878,24.35111686109949,0.1425747348260759,"[0.7075, 0.8111]","[0.5320, 0.6247]","[16.4309, 24.3511]"
diabetes,MAR,random,0.3,mean_pca,20,0.895723753023665,0.892494009937304,0.0255036463666081,0.8557393744893367,0.9399496449932891,0.7079637560121654,0.7048273798673248,0.0191470623594564,0.6810634342850614,0.750270425837474,0.0013858654998329,0.0013976110003568,6.289375132987692e-05,0.0012639929738724,0.0014796593246501,,"[0.8557, 0.9399]","[0.6811, 0.7503]","[0.0013, 0.0015]"
diabetes,MAR,random,0.3,mice_pca,20,0.8370156951896208,0.8269495468006014,0.0320874467221587,0.7883350745153721,0.8845598981213881,0.6183232496153743,0.615997838179499,0.0219746062204583,0.5828329534517707,0.6517131871643607,0.477146483749857,0.5018458034992364,0.0809752042618785,0.3048947060732644,0.5620410497000193,,"[0.7883, 0.8846]","[0.5828, 0.6517]","[0.3049, 0.5620]"
diabetes,MAR,random,0.3,vbpca_vb_modern,20,0.8268900658683132,0.8282184121638627,0.0211954377650038,0.7921687426381125,0.8588817647221912,0.6394173020546758,0.6380672665800117,0.0170806289776102,0.6102467524611102,0.6661099906031674,17.726837734050243,19.838252247000128,2.850369536229235,13.530154020925238,20.156669103949294,0.1911323421529646,"[0.7922, 0.8589]","[0.6102, 0.6661]","[13.5302, 20.1567]"
diabetes,MAR,random,0.5,mean_pca,20,0.971383888643864,0.9737524076173224,0.0321359762255199,0.9244802255698812,1.032944891029688,0.7710149244875908,0.7735658642991523,0.0222547642550559,0.7382183395730753,0.8171515664661331,0.0014153046497085,0.0014149685011943,9.390225380948054e-05,0.0013045003970545,0.0016228429750299,,"[0.9245, 1.0329]","[0.7382, 0.8172]","[0.0013, 0.0016]"
diabetes,MAR,random,0.5,mice_pca,20,0.9514054515836436,0.9469907547030376,0.0357250065380588,0.899720953259672,1.023755295367728,0.7214456256160053,0.7198307189484212,0.0242356016025378,0.6807001470182813,0.7733956124506915,0.4026510576999499,0.4560689435002132,0.1148140630119352,0.1963390357236675,0.5278580626736584,,"[0.8997, 1.0238]","[0.6807, 0.7734]","[0.1963, 0.5279]"
diabetes,MAR,random,0.5,vbpca_vb_modern,20,0.9000922225528353,0.8985981727290795,0.026185888891276,0.8655435738494281,0.9523539571011134,0.7004808451706329,0.7001824963514299,0.0189131645002257,0.6733627719901125,0.7395480403235768,13.064924689050349,12.363821157499842,2.1898155053923096,10.61027950487478,15.889174403851756,0.2714161853241181,"[0.8655, 0.9524]","[0.6734, 0.7395]","[10.6103, 15.8892]"
diabetes,MCAR,block,0.1,mean_pca,20,0.7891344184743053,0.785449283589683,0.0908646823382548,0.6077944881380969,0.9241552113417096,0.6338862760419994,0.6177729770866914,0.0906603287529179,0.476723658230677,0.7918090690377032,0.0013666980499692,0.0013345839997782,0.0001952272382266,0.0012287496747375,0.0018017006259469,,"[0.6078, 0.9242]","[0.4767, 0.7918]","[0.0012, 0.0018]"
diabetes,MCAR,block,0.1,mice_pca,20,0.6397690627122337,0.6408148260801936,0.1746177616653818,0.3355100078891368,0.940124402987804,0.4652417140123291,0.4175888656299948,0.1522283504478097,0.2385328703314702,0.7534547108608114,0.0135152886496143,0.0115799539998988,0.0063256809727458,0.0065067652009019,0.0251020369745673,,"[0.3355, 0.9401]","[0.2385, 0.7535]","[0.0065, 0.0251]"
