dataset,mechanism,pattern,missing_rate,n_components_requested,synthetic_shape,trace_k,rms_mean,rms_ci_low,rms_ci_high
synthetic,MAR,random,0.5,5,1000x50,1,0.8839797550026031,0.8729301315308918,0.8950700896560861
synthetic,MAR,random,0.5,5,1000x50,2,0.7761217279262659,0.7533564043940656,0.7936329317310856
synthetic,MAR,random,0.5,5,1000x50,3,0.6713806103808083,0.6514038641188504,0.6996379014260877
synthetic,MAR,random,0.5,5,1000x50,4,0.5622835474623326,0.5354687934358046,0.5989540567541202
synthetic,MAR,random,0.5,5,1000x50,5,0.4564751585468197,0.43116002807813925,0.4945906059077896
synthetic,MAR,random,0.5,5,1000x50,6,0.3461082278271194,0.32688687279122824,0.37629272253697155
synthetic,MAR,random,0.5,5,1000x50,7,0.2261872036082893,0.20362304498879974,0.2516734310844634
synthetic,MAR,random,0.5,5,1000x50,8,0.05125109112648887,0.04881304386065456,0.054419395780945984
synthetic,MAR,random,0.5,5,1000x50,9,0.04783049773099163,0.045269307929400766,0.05078955650117684
synthetic,MAR,random,0.5,5,1000x50,10,0.04546224547751435,0.04306016083968978,0.04782140282765505
synthetic,MAR,random,0.5,5,1000x50,11,0.043664361404711693,0.04138949026664992,0.0458042968001476
synthetic,MAR,random,0.5,5,1000x50,12,0.042164175251850775,0.04003614751404265,0.0442433516651982
synthetic,MAR,random,0.5,5,1000x50,13,0.040861064739073104,0.03891649297268601,0.042784053397289704
synthetic,MAR,random,0.5,5,1000x50,14,0.03965963045289768,0.03776605993305687,0.041516920884588915
synthetic,MAR,random,0.5,5,1000x50,15,0.03858330892919942,0.03673926528475141,0.04037016332443193
synthetic,MAR,random,0.5,5,1000x50,16,0.03756632758501599,0.035730047000290546,0.039354827856133735
synthetic,MAR,random,0.5,5,1000x50,17,0.03661204645150136,0.03479170951829051,0.03830473405510605
synthetic,MAR,random,0.5,5,1000x50,18,0.03577266869219066,0.03390327528210854,0.03747009357582729
synthetic,MAR,random,0.5,5,1000x50,19,0.03508549849471211,0.03314638147753101,0.036784378864987234
synthetic,MAR,random,0.5,5,1000x50,20,0.03456730202597943,0.032571025887480246,0.036358809770367616
synthetic,MAR,random,0.5,5,1000x50,21,0.03441285697689119,0.03230057716325418,0.03630939237948594
synthetic,MAR,random,0.5,5,1000x50,22,0.033983429675199975,0.0319466587120171,0.0359514576079916
synthetic,MAR,random,0.5,5,1000x50,23,0.03398690355016317,0.03203061561514788,0.03636428096374578
synthetic,MAR,random,0.5,5,1000x50,24,0.0339267841201515,0.032697738545192326,0.03482369700219629
synthetic,MCAR,block,0.1,5,1000x50,1,0.8949967781188036,0.8814334517046681,0.9093021289049817
synthetic,MCAR,block,0.1,5,1000x50,2,0.7908512061327907,0.766580906342587,0.8155179598315525
synthetic,MCAR,block,0.1,5,1000x50,3,0.6874053554786617,0.6586066132026906,0.718471404964151
