dataset,mechanism,pattern,missing_rate,n_components_requested,synthetic_shape,method,n_reps,rmse_mean,rmse_median,rmse_std,rmse_ci_low,rmse_ci_high,mae_mean,mae_median,mae_std,mae_ci_low,mae_ci_high,wall_time_sec_mean,wall_time_sec_median,wall_time_sec_std,wall_time_sec_ci_low,wall_time_sec_ci_high,vbpca_mean_variance_mean,vbpca_mean_variance_median,vbpca_mean_variance_std,vbpca_mean_variance_ci_low,vbpca_mean_variance_ci_high
diabetes,MCAR,random,0.3,5,1000x50,mice_pca,200,0.8413392941967058,0.8417833242952205,0.04769040636102447,0.760242042367252,0.9354811393606509,0.606385032440335,0.6071633096726614,0.027302650974129313,0.5553258482470089,0.6529563930109104,0.4553381179549615,0.46099838249938324,0.0651297915926995,0.32754878147497946,0.5411677632007923,,,,,
diabetes,MCAR,random,0.3,5,1000x50,vbpca_vb_modern,200,0.7981167713421137,0.7965694669838981,0.019077679362463226,0.765122388219754,0.8384531484839722,0.6107286901667973,0.6103700141017645,0.014503507563757385,0.5834155408930892,0.6383430101308987,21.05363114806016,23.710432836498512,3.5525944688614715,15.969891791453664,25.110229961381265,0.19694823309168177,0.1971668522860308,0.003605672555773897,0.1896999116207546,0.20306886858868672
diabetes,MCAR,random,0.5,5,1000x50,mean_pca,200,0.922891533064454,0.9209606875970803,0.02140676449053906,0.8828886211607252,0.9624680715081635,0.7424080473071119,0.7412839132466942,0.016047640569422233,0.7115291673533733,0.7725482909224745,0.0015650893499695934,0.0015717780006525,6.153403450884859e-05,0.0014241243496143875,0.0016570875719480026,,,,,
diabetes,MCAR,random,0.5,5,1000x50,mice_pca,200,0.8875212197714112,0.8875768761132872,0.02457161796288223,0.8394316859992955,0.937803697335488,0.6779042122789839,0.678112268861288,0.017379048621543967,0.6471535532653808,0.7124513249903607,0.13033010260958688,0.0594660579990886,0.11669279717770663,0.03883123609903118,0.3877153515439204,,,,,
diabetes,MCAR,random,0.5,5,1000x50,vbpca_vb_modern,200,0.8398906045336904,0.8402506966172779,0.018869277618630106,0.8079561539724571,0.8818656690287573,0.6541775372915174,0.6539411223223972,0.013696461460150383,0.6280049188546721,0.6806219363495213,16.517764142695015,18.751612336000107,2.9291423279214843,12.530270802522317,19.858922932475437,0.2839122571331449,0.28409255008802375,0.005722266495455506,0.2719583724569045,0.294432585698752
synthetic,MAR,block,0.1,5,1000x50,mean_pca,200,0.6151827120019361,0.6119186065428185,0.036147437249113325,0.5492609225938624,0.680404434481096,0.48340072309502724,0.47967920296962696,0.02758458635646926,0.4325128567594462,0.5351271100235143,0.0028639776953058985,0.0029081129978294,0.000143773268670722,0.0026197357001364902,0.00309197297738134,,,,,
synthetic,MAR,block,0.1,5,1000x50,mice_pca,200,0.3682520666804086,0.36769637021781376,0.04840364361557859,0.2771010041310338,0.46324412348756644,0.2678737679687601,0.2680654657827088,0.0355514628360071,0.20022201602899517,0.33593279908306195,0.11889489451536062,0.1239818805006507,0.01404077858411475,0.08660739189781451,0.1552901748795193,,,,,
synthetic,MAR,block,0.1,5,1000x50,vbpca_vb_modern,200,0.4493244248838008,0.4483289717330376,0.05636337192255237,0.34914767895948595,0.5505745256904091,0.33004293743899654,0.32768618538913075,0.04305311868575926,0.2523601450436036,0.4091994025714661,239.76130133604534,268.310825074499,37.69726733746897,183.50927625797704,282.3157048590268,0.021906731331715754,0.02197278369808725,0.002142502164809415,0.017909571975032953,0.025709726088170667
synthetic,MAR,block,0.3,5,1000x50,mean_pca,200,3.9934885994677747,3.9429737026284095,0.5096505329685922,3.1307556068636173,4.942318361199323,3.112714642041181,3.067737638854697,0.39569280300393606,2.462400124628378,3.9113650338491492,0.0027677090952783557,0.00280309250229035,0.00015998020344695644,0.002460427902406055,0.0030075576489252123,,,,,
synthetic,MAR,block,0.3,5,1000x50,mice_pca,200,3.9934885994677747,3.9429737026284095,0.5096505329685922,3.1307556068636173,4.942318361199323,3.112714642041181,3.067737638854697,0.39569280300393606,2.462400124628378,3.9113650338491492,0.016311874474813474,0.01651452800069815,0.001047215210280159,0.014276756674371416,0.01795796702535873,,,,,
