method,rmse,mae,wall_time_sec,vbpca_mean_variance,mice_converged,mice_n_iter,mice_retry_used,vbpca_selected_k,k_used,dataset,mechanism,pattern,missing_rate,n_components_requested,synthetic_shape,replicate_id,seed_data,seed_mask,seed_method,n_samples,n_features,n_holdout,scaling,vbpca_model_selection,use_selected_k_for_all_methods
mean_pca,0.7590801016236006,0.5838974206629304,0.0036429390020202845,,,,,23,23,synthetic,MAR,random,0.3,5,1000x50,0,81152548,991602525,1107271431,1000,50,15000,zscore_observed_only,True,True
mice_pca,0.08291632891312205,0.06410298739063584,1.4528054449983756,,True,11.0,False,23,23,synthetic,MAR,random,0.3,5,1000x50,0,81152548,991602525,1107271431,1000,50,15000,zscore_observed_only,True,True
vbpca_vb_modern,0.07469477854131552,0.058350313444453454,698.2792104109976,0.0016064136646446372,,,,23,23,synthetic,MAR,random,0.3,5,1000x50,0,81152548,991602525,1107271431,1000,50,15000,zscore_observed_only,True,True
mean_pca,0.7141698554413042,0.5471687812059257,0.0036130549997324124,,,,,20,20,synthetic,MAR,random,0.3,5,1000x50,1,719382440,1433596147,784773642,1000,50,15000,zscore_observed_only,True,True
mice_pca,0.07198842898055798,0.05611021693816403,5.100146467004379,,True,24.0,True,20,20,synthetic,MAR,random,0.3,5,1000x50,1,719382440,1433596147,784773642,1000,50,15000,zscore_observed_only,True,True
vbpca_vb_modern,0.0653884527802583,0.051606527171364054,892.4668666090001,0.0011766340927675315,,,,20,20,synthetic,MAR,random,0.3,5,1000x50,1,719382440,1433596147,784773642,1000,50,15000,zscore_observed_only,True,True
mean_pca,0.7377144611195615,0.5738444144234158,0.0035856390022672713,,,,,22,22,synthetic,MAR,random,0.3,5,1000x50,2,960912491,1475693841,1489786235,1000,50,15000,zscore_observed_only,True,True
mice_pca,0.08548439159281619,0.06629132739929092,3.926963746002002,,True,16.0,True,22,22,synthetic,MAR,random,0.3,5,1000x50,2,960912491,1475693841,1489786235,1000,50,15000,zscore_observed_only,True,True
vbpca_vb_modern,0.07756151955845063,0.06076125392295229,922.4569105130067,0.0016886691924594356,,,,22,22,synthetic,MAR,random,0.3,5,1000x50,2,960912491,1475693841,1489786235,1000,50,15000,zscore_observed_only,True,True
mean_pca,0.7983581544945587,0.6219345968727155,0.003630644001532346,,,,,26,26,synthetic,MAR,random,0.3,5,1000x50,3,1579101234,1482385424,680833038,1000,50,15000,zscore_observed_only,True,True
mice_pca,0.08550947950702702,0.06539063260171327,1.430571005003003,,True,12.0,False,26,26,synthetic,MAR,random,0.3,5,1000x50,3,1579101234,1482385424,680833038,1000,50,15000,zscore_observed_only,True,True
vbpca_vb_modern,0.0760653991378701,0.058499812777126105,730.6178023289976,0.0016671301197194845,,,,26,26,synthetic,MAR,random,0.3,5,1000x50,3,1579101234,1482385424,680833038,1000,50,15000,zscore_observed_only,True,True
mean_pca,0.7320341212164106,0.5694962037786014,0.003447240997047629,,,,,21,21,synthetic,MAR,random,0.3,5,1000x50,4,488564026,311428262,696805661,1000,50,15000,zscore_observed_only,True,True
mice_pca,0.07276277227064605,0.05677620548472347,3.0603147109941347,,True,14.0,True,21,21,synthetic,MAR,random,0.3,5,1000x50,4,488564026,311428262,696805661,1000,50,15000,zscore_observed_only,True,True
vbpca_vb_modern,0.06555586330172483,0.05161804648613522,613.4417052470017,0.001176030433427689,,,,21,21,synthetic,MAR,random,0.3,5,1000x50,4,488564026,311428262,696805661,1000,50,15000,zscore_observed_only,True,True
mean_pca,0.762469986554949,0.5890990504258689,0.003779720005695708,,,,,23,23,synthetic,MAR,random,0.3,5,1000x50,5,1519400520,1811059766,943584981,1000,50,15000,zscore_observed_only,True,True
mice_pca,0.08467079473862425,0.06445107224730143,1.272051506995922,,True,10.0,False,23,23,synthetic,MAR,random,0.3,5,1000x50,5,1519400520,1811059766,943584981,1000,50,15000,zscore_observed_only,True,True
vbpca_vb_modern,0.0737494927462311,0.05751930511068745,733.0914410059995,0.0015608373825792038,,,,23,23,synthetic,MAR,random,0.3,5,1000x50,5,1519400520,1811059766,943584981,1000,50,15000,zscore_observed_only,True,True
mean_pca,0.7617335519014803,0.5877503802056109,0.0035519730008672923,,,,,24,24,synthetic,MAR,random,0.3,5,1000x50,6,164636930,1967729120,1770913202,1000,50,15000,zscore_observed_only,True,True
mice_pca,0.07452675187041813,0.05721978616475014,1.2883452250025584,,True,11.0,False,24,24,synthetic,MAR,random,0.3,5,1000x50,6,164636930,1967729120,1770913202,1000,50,15000,zscore_observed_only,True,True
vbpca_vb_modern,0.06667121449299969,0.051926922781770385,677.3801166729972,0.0013148037258752126,,,,24,24,synthetic,MAR,random,0.3,5,1000x50,6,164636930,1967729120,1770913202,1000,50,15000,zscore_observed_only,True,True
mean_pca,0.7444515913324217,0.5764821553248484,0.0037367780023487285,,,,,22,22,synthetic,MAR,random,0.3,5,1000x50,7,879038305,1324541254,59517523,1000,50,15000,zscore_observed_only,True,True
mice_pca,0.0770384184341098,0.059986675705584434,3.5020771569979843,,True,16.0,True,22,22,synthetic,MAR,random,0.3,5,1000x50,7,879038305,1324541254,59517523,1000,50,15000,zscore_observed_only,True,True
vbpca_vb_modern,0.07002691795369134,0.05481730549827858,657.2193227979951,0.001415709013369126,,,,22,22,synthetic,MAR,random,0.3,5,1000x50,7,879038305,1324541254,59517523,1000,50,15000,zscore_observed_only,True,True
mean_pca,0.7836786329044838,0.6068143999818346,0.0036597279977286234,,,,,24,24,synthetic,MAR,random,0.3,5,1000x50,8,882462155,1559370854,1597182436,1000,50,15000,zscore_observed_only,True,True
mice_pca,0.0800732277006889,0.062311224807885236,1.7371739290028927,,True,12.0,False,24,24,synthetic,MAR,random,0.3,5,1000x50,8,882462155,1559370854,1597182436,1000,50,15000,zscore_observed_only,True,True
vbpca_vb_modern,0.07222442899967689,0.05671656150606783,1004.1248882509972,0.0015200642167905825,,,,24,24,synthetic,MAR,random,0.3,5,1000x50,8,882462155,1559370854,1597182436,1000,50,15000,zscore_observed_only,True,True
mean_pca,0.7893833857497379,0.6131434412962323,0.003651985003671143,,,,,25,25,synthetic,MAR,random,0.3,5,1000x50,9,2116950488,1078073173,1001504396,1000,50,15000,zscore_observed_only,True,True
mice_pca,0.08599660207430254,0.06606040493777815,1.5829307419990073,,True,11.0,False,25,25,synthetic,MAR,random,0.3,5,1000x50,9,2116950488,1078073173,1001504396,1000,50,15000,zscore_observed_only,True,True
vbpca_vb_modern,0.07791795175304216,0.06040175317342806,1052.3926002619992,0.0017980540944648215,,,,25,25,synthetic,MAR,random,0.3,5,1000x50,9,2116950488,1078073173,1001504396,1000,50,15000,zscore_observed_only,True,True
mean_pca,0.7719337040985405,0.598382059769776,0.0035816079980577342,,,,,24,24,synthetic,MAR,random,0.3,5,1000x50,10,1156895883,2045798983,262977647,1000,50,15000,zscore_observed_only,True,True
mice_pca,0.08028823991635178,0.06223172426543231,3.589248845994007,,True,16.0,True,24,24,synthetic,MAR,random,0.3,5,1000x50,10,1156895883,2045798983,262977647,1000,50,15000,zscore_observed_only,True,True
vbpca_vb_modern,0.07264681402540328,0.056828714429273425,776.2957887580051,0.0015596362087030374,,,,24,24,synthetic,MAR,random,0.3,5,1000x50,10,1156895883,2045798983,262977647,1000,50,15000,zscore_observed_only,True,True
mean_pca,0.7967468474982075,0.6173707684545519,0.004493184002058115,,,,,25,25,synthetic,MAR,random,0.3,5,1000x50,11,349158739,1721384808,457112698,1000,50,15000,zscore_observed_only,True,True
mice_pca,0.08048659182292926,0.06125003512013272,3.753848813001241,,True,14.0,True,25,25,synthetic,MAR,random,0.3,5,1000x50,11,349158739,1721384808,457112698,1000,50,15000,zscore_observed_only,True,True
vbpca_vb_modern,0.06948162353219432,0.053795606912505914,811.4600800690023,0.00136193561279349,,,,25,25,synthetic,MAR,random,0.3,5,1000x50,11,349158739,1721384808,457112698,1000,50,15000,zscore_observed_only,True,True
mean_pca,0.7616066560699788,0.5915188607442838,0.0036588500006473623,,,,,23,23,synthetic,MAR,random,0.3,5,1000x50,12,1355743048,733391524,1620738025,1000,50,15000,zscore_observed_only,True,True
mice_pca,0.08329027517221038,0.06359474113660335,1.5774880180033506,,True,11.0,False,23,23,synthetic,MAR,random,0.3,5,1000x50,12,1355743048,733391524,1620738025,1000,50,15000,zscore_observed_only,True,True
vbpca_vb_modern,0.07510169136490327,0.05809226304393988,953.4233319250052,0.0016079792722815882,,,,23,23,synthetic,MAR,random,0.3,5,1000x50,12,1355743048,733391524,1620738025,1000,50,15000,zscore_observed_only,True,True
mean_pca,0.7417142376542495,0.5693221075652262,0.003890573003445752,,,,,22,22,synthetic,MAR,random,0.3,5,1000x50,13,871762473,350737480,1931571750,1000,50,15000,zscore_observed_only,True,True
mice_pca,0.07946622586327841,0.0612003967690208,1.5972000659967307,,True,11.0,False,22,22,synthetic,MAR,random,0.3,5,1000x50,13,871762473,350737480,1931571750,1000,50,15000,zscore_observed_only,True,True
vbpca_vb_modern,0.07222315519730339,0.055983671619049,937.9271381149956,0.0014070153415143664,,,,22,22,synthetic,MAR,random,0.3,5,1000x50,13,871762473,350737480,1931571750,1000,50,15000,zscore_observed_only,True,True
mean_pca,0.735287063041721,0.5687470844746206,0.00372547100414522,,,,,22,22,synthetic,MAR,random,0.3,5,1000x50,14,20608700,2088448827,96081324,1000,50,15000,zscore_observed_only,True,True
mice_pca,0.07777764909152343,0.05961365247628843,1.3770193319942337,,True,11.0,False,22,22,synthetic,MAR,random,0.3,5,1000x50,14,20608700,2088448827,96081324,1000,50,15000,zscore_observed_only,True,True
vbpca_vb_modern,0.06921944561358691,0.05393862915794196,700.7263479789981,0.00133532243626911,,,,22,22,synthetic,MAR,random,0.3,5,1000x50,14,20608700,2088448827,96081324,1000,50,15000,zscore_observed_only,True,True
mean_pca,0.7383631271064774,0.5742954963879412,0.0034670509994612075,,,,,22,22,synthetic,MAR,random,0.3,5,1000x50,15,1095672419,1960230227,1496246941,1000,50,15000,zscore_observed_only,True,True
mice_pca,0.08391466124444938,0.06241400395953093,1.4657951990011497,,True,10.0,False,22,22,synthetic,MAR,random,0.3,5,1000x50,15,1095672419,1960230227,1496246941,1000,50,15000,zscore_observed_only,True,True
vbpca_vb_modern,0.07165436600586908,0.055815901659020783,911.0998970250002,0.0014678765946106575,,,,22,22,synthetic,MAR,random,0.3,5,1000x50,15,1095672419,1960230227,1496246941,1000,50,15000,zscore_observed_only,True,True
mean_pca,0.7537631826601286,0.5867989725206476,0.003954241001338232,,,,,24,24,synthetic,MAR,random,0.3,5,1000x50,16,474787135,1347801484,449918461,1000,50,15000,zscore_observed_only,True,True
mice_pca,0.08132534782727688,0.06255305802643268,4.149920121002651,,True,16.0,True,24,24,synthetic,MAR,random,0.3,5,1000x50,16,474787135,1347801484,449918461,1000,50,15000,zscore_observed_only,True,True
vbpca_vb_modern,0.07350227908223361,0.056991050285893435,997.0831627320003,0.0016152558411268972,,,,24,24,synthetic,MAR,random,0.3,5,1000x50,16,474787135,1347801484,449918461,1000,50,15000,zscore_observed_only,True,True
mean_pca,0.7516161036894918,0.5818880761937854,0.00376746199617628,,,,,24,24,synthetic,MAR,random,0.3,5,1000x50,17,1847980017,145759477,231459069,1000,50,15000,zscore_observed_only,True,True
mice_pca,0.08522758604322697,0.06506466128855648,3.1433108339988394,,True,13.0,True,24,24,synthetic,MAR,random,0.3,5,1000x50,17,1847980017,145759477,231459069,1000,50,15000,zscore_observed_only,True,True
vbpca_vb_modern,0.07506933362045116,0.058480496297726815,899.9820371440001,0.0016609575634087986,,,,24,24,synthetic,MAR,random,0.3,5,1000x50,17,1847980017,145759477,231459069,1000,50,15000,zscore_observed_only,True,True
mean_pca,0.7622307441377456,0.5915515322071216,0.0036463419965002686,,,,,24,24,synthetic,MAR,random,0.3,5,1000x50,18,1522317765,1206187509,1598200185,1000,50,15000,zscore_observed_only,True,True
mice_pca,0.08932727033335905,0.06711478500250613,3.681326240999624,,True,14.0,True,24,24,synthetic,MAR,random,0.3,5,1000x50,18,1522317765,1206187509,1598200185,1000,50,15000,zscore_observed_only,True,True
vbpca_vb_modern,0.08024963410895793,0.0610869458495722,1005.4172375350026,0.0018516810713052195,,,,24,24,synthetic,MAR,random,0.3,5,1000x50,18,1522317765,1206187509,1598200185,1000,50,15000,zscore_observed_only,True,True
mean_pca,0.7834282851294853,0.6112047114858065,0.003928057005396113,,,,,25,25,synthetic,MAR,random,0.3,5,1000x50,19,1735874182,177345563,1662640072,1000,50,15000,zscore_observed_only,True,True
mice_pca,0.08498550635957873,0.06448400245057954,1.6230906569981016,,True,11.0,False,25,25,synthetic,MAR,random,0.3,5,1000x50,19,1735874182,177345563,1662640072,1000,50,15000,zscore_observed_only,True,True
vbpca_vb_modern,0.07555836549324725,0.05794458648796938,1052.2822356510005,0.0017104540122544099,,,,25,25,synthetic,MAR,random,0.3,5,1000x50,19,1735874182,177345563,1662640072,1000,50,15000,zscore_observed_only,True,True
mean_pca,0.844636568173662,0.6578860985201369,0.0037177550038904883,,,,,22,22,synthetic,MAR,random,0.5,5,1000x50,0,805819418,1648111993,443881920,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.2789556196607506,0.17804739985413967,0.7055486449971795,,True,6.0,False,22,22,synthetic,MAR,random,0.5,5,1000x50,0,805819418,1648111993,443881920,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.0877610954173699,0.06704917206082135,593.4854995130008,0.0033997338995137055,,,,22,22,synthetic,MAR,random,0.5,5,1000x50,0,805819418,1648111993,443881920,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.8331759159004075,0.6525134956990676,0.003789456000959035,,,,,20,20,synthetic,MAR,random,0.5,5,1000x50,1,2107111029,1034960136,60781981,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.263536777642729,0.16594798261370422,0.552242493002268,,True,5.0,False,20,20,synthetic,MAR,random,0.5,5,1000x50,1,2107111029,1034960136,60781981,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.08139616465171638,0.06223935768020827,425.88822954199713,0.0027794938969677684,,,,20,20,synthetic,MAR,random,0.5,5,1000x50,1,2107111029,1034960136,60781981,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.841705329678563,0.6623278317842074,0.0037368759949458763,,,,,22,22,synthetic,MAR,random,0.5,5,1000x50,2,1540720630,227843155,1288290365,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.2685920739537609,0.17374537217958907,0.6702657119967625,,True,5.0,False,22,22,synthetic,MAR,random,0.5,5,1000x50,2,1540720630,227843155,1288290365,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.09082678805919878,0.06748896490627104,673.0545175040024,0.0036864008809730773,,,,22,22,synthetic,MAR,random,0.5,5,1000x50,2,1540720630,227843155,1288290365,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.8577031068487484,0.6672741619356686,0.003749075003725011,,,,,23,23,synthetic,MAR,random,0.5,5,1000x50,3,329272013,469709395,1247434195,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.29154246177095516,0.1795936521080145,0.6782640300007188,,True,5.0,False,23,23,synthetic,MAR,random,0.5,5,1000x50,3,329272013,469709395,1247434195,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.11375057371523067,0.07151616117531001,706.558962424002,0.004513141204349271,,,,23,23,synthetic,MAR,random,0.5,5,1000x50,3,329272013,469709395,1247434195,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.8423351957389504,0.6579506233685559,0.003737191997061018,,,,,23,23,synthetic,MAR,random,0.5,5,1000x50,4,1243363795,925216019,608714852,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.2749176763936293,0.17835109206212127,0.665302964996954,,True,6.0,False,23,23,synthetic,MAR,random,0.5,5,1000x50,4,1243363795,925216019,608714852,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.08944993823165746,0.06623752576943143,622.8410008819992,0.003244620451006816,,,,23,23,synthetic,MAR,random,0.5,5,1000x50,4,1243363795,925216019,608714852,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.8375451031577071,0.6549392283665778,0.003816260003077332,,,,,21,21,synthetic,MAR,random,0.5,5,1000x50,5,137716858,727159548,599541191,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.27834409456394266,0.17699081460336594,0.6649519819984562,,True,5.0,False,21,21,synthetic,MAR,random,0.5,5,1000x50,5,137716858,727159548,599541191,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.08962143585178449,0.06673459102955168,517.3964714160029,0.003282573801590816,,,,21,21,synthetic,MAR,random,0.5,5,1000x50,5,137716858,727159548,599541191,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.8541563942303615,0.6658275702425306,0.003609380997659173,,,,,23,23,synthetic,MAR,random,0.5,5,1000x50,6,2127048484,839151255,1159721722,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.284825129615949,0.18053454692774626,0.5494919269985985,,True,5.0,False,23,23,synthetic,MAR,random,0.5,5,1000x50,6,2127048484,839151255,1159721722,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.09458048835725946,0.06875759431866092,468.62512598500325,0.003312566667888675,,,,23,23,synthetic,MAR,random,0.5,5,1000x50,6,2127048484,839151255,1159721722,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.8368887817304979,0.6552060507568224,0.003752015996724367,,,,,22,22,synthetic,MAR,random,0.5,5,1000x50,7,1086350170,1992313184,1622936911,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.2784371869332844,0.17605648301704382,0.6467190869952901,,True,6.0,False,22,22,synthetic,MAR,random,0.5,5,1000x50,7,1086350170,1992313184,1622936911,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.09067418743705234,0.06358588584915448,554.2621945819992,0.0033625698662731063,,,,22,22,synthetic,MAR,random,0.5,5,1000x50,7,1086350170,1992313184,1622936911,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.834436775963821,0.6495272171264435,0.003686693002237007,,,,,20,20,synthetic,MAR,random,0.5,5,1000x50,8,1184933449,1050170404,1928578617,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.29547793799954886,0.1834986439048304,0.5745076649982366,,True,5.0,False,20,20,synthetic,MAR,random,0.5,5,1000x50,8,1184933449,1050170404,1928578617,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.10168052050411593,0.06654964065965924,438.910634519998,0.0036441053636828975,,,,20,20,synthetic,MAR,random,0.5,5,1000x50,8,1184933449,1050170404,1928578617,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.8402291211352809,0.6573215242344553,0.0042004509959951974,,,,,23,23,synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.2731000268379656,0.17411714248998506,1.0292505489996984,,True,8.0,False,23,23,synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.0891194166952036,0.06539837702467168,711.5693696290036,0.003178887707986919,,,,23,23,synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.8305510554226508,0.6489676711883431,0.00398066799971275,,,,,21,21,synthetic,MAR,random,0.5,5,1000x50,10,230520317,767045084,1509767005,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.2821427374651827,0.17897438981232117,0.8275616469982197,,True,6.0,False,21,21,synthetic,MAR,random,0.5,5,1000x50,10,230520317,767045084,1509767005,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.09944623044305788,0.06606986818612348,608.186378270002,0.0035268025152134464,,,,21,21,synthetic,MAR,random,0.5,5,1000x50,10,230520317,767045084,1509767005,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.8368794541169731,0.6553837127193226,0.003923386997485068,,,,,22,22,synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.2641642002112097,0.1703706823935359,0.6762439340018318,,True,5.0,False,22,22,synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.09024916910271896,0.06538103260867853,621.1344271429989,0.002983509000703873,,,,22,22,synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.8196422690923747,0.6391873213929244,0.0033448399990447797,,,,,20,20,synthetic,MAR,random,0.5,5,1000x50,12,458197561,1909733653,756969912,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.2699926469192429,0.17019683396526944,0.5489757629984524,,True,5.0,False,20,20,synthetic,MAR,random,0.5,5,1000x50,12,458197561,1909733653,756969912,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.09188309259345759,0.06662194784761619,424.06015164300334,0.0033394693097879404,,,,20,20,synthetic,MAR,random,0.5,5,1000x50,12,458197561,1909733653,756969912,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.8289757824672129,0.6490419385556818,0.004008632000477519,,,,,20,20,synthetic,MAR,random,0.5,5,1000x50,13,1446144924,417628020,2047362058,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.27611007829497297,0.17426244784196923,0.6038035560050048,,True,5.0,False,20,20,synthetic,MAR,random,0.5,5,1000x50,13,1446144924,417628020,2047362058,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.10526364065029042,0.06895858751798264,470.9245749740003,0.003720826993667472,,,,20,20,synthetic,MAR,random,0.5,5,1000x50,13,1446144924,417628020,2047362058,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.843990923401229,0.6599296941566462,0.003790374998061452,,,,,21,21,synthetic,MAR,random,0.5,5,1000x50,14,596433910,450634401,579896980,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.27774601988400993,0.17679274613156523,0.5798331240002881,,True,5.0,False,21,21,synthetic,MAR,random,0.5,5,1000x50,14,596433910,450634401,579896980,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.0881695524319776,0.06552000863310424,444.78546866500255,0.0029499315020740605,,,,21,21,synthetic,MAR,random,0.5,5,1000x50,14,596433910,450634401,579896980,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.8345882386763727,0.6496422127350868,0.004009948002931196,,,,,21,21,synthetic,MAR,random,0.5,5,1000x50,15,499817593,204525546,980452509,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.2787046639067084,0.17481452404626666,0.6411577120015863,,True,5.0,False,21,21,synthetic,MAR,random,0.5,5,1000x50,15,499817593,204525546,980452509,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.10370523984683633,0.06692583656724291,647.6237821549948,0.0033822423960125914,,,,21,21,synthetic,MAR,random,0.5,5,1000x50,15,499817593,204525546,980452509,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.8339263224252818,0.6494200698110354,0.004126569001527969,,,,,21,21,synthetic,MAR,random,0.5,5,1000x50,16,1227145819,319450673,995877562,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.263456991040573,0.16535715617107974,0.6837057849988923,,True,5.0,False,21,21,synthetic,MAR,random,0.5,5,1000x50,16,1227145819,319450673,995877562,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.08556515896507906,0.06297458379893821,632.8273354720004,0.003076107350830274,,,,21,21,synthetic,MAR,random,0.5,5,1000x50,16,1227145819,319450673,995877562,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.8405602299678144,0.6596631884770936,0.0038802220005891286,,,,,20,20,synthetic,MAR,random,0.5,5,1000x50,17,85312255,1183051124,755716913,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.2839715173362232,0.18030038641226412,0.6312351180022233,,True,6.0,False,20,20,synthetic,MAR,random,0.5,5,1000x50,17,85312255,1183051124,755716913,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.09830463324933376,0.06941090486095008,405.6547899529978,0.003820797152260065,,,,20,20,synthetic,MAR,random,0.5,5,1000x50,17,85312255,1183051124,755716913,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.8385767349854442,0.6581419737641994,0.004013343001133762,,,,,21,21,synthetic,MAR,random,0.5,5,1000x50,18,1453318497,1612917923,341855717,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.291335832526634,0.1856354034518555,0.6581161369977053,,True,5.0,False,21,21,synthetic,MAR,random,0.5,5,1000x50,18,1453318497,1612917923,341855717,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.09759005232685498,0.06893955488581892,629.793033984999,0.0036986108273700745,,,,21,21,synthetic,MAR,random,0.5,5,1000x50,18,1453318497,1612917923,341855717,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.8468867466875626,0.6643448384486075,0.00388708299578866,,,,,23,23,synthetic,MAR,random,0.5,5,1000x50,19,1909080822,1695822600,501074440,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.2701942832895599,0.17031086168304174,0.544127193003078,,True,5.0,False,23,23,synthetic,MAR,random,0.5,5,1000x50,19,1909080822,1695822600,501074440,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.09088357021757833,0.06765645838474715,483.6911470740015,0.003144308498508061,,,,23,23,synthetic,MAR,random,0.5,5,1000x50,19,1909080822,1695822600,501074440,1000,50,25000,zscore_observed_only,True,True
mean_pca,1.0237401356966902,0.8176658162684214,0.0031971510034054518,,,,,21,21,synthetic,MAR,block,0.1,5,1000x50,0,946888623,2027876734,1893838027,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.0625147555789282,0.04892689253486046,0.13174989099934464,,True,4.0,False,21,21,synthetic,MAR,block,0.1,5,1000x50,0,946888623,2027876734,1893838027,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.06722735824157097,0.052599428151754,1099.558837288001,0.0009887808732319443,,,,21,21,synthetic,MAR,block,0.1,5,1000x50,0,946888623,2027876734,1893838027,1000,50,5000,zscore_observed_only,True,True
mean_pca,1.0169977761428182,0.8137438446283348,0.003052065003430471,,,,,21,21,synthetic,MAR,block,0.1,5,1000x50,1,170162835,1918759952,168129703,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.0674950271095676,0.05222569833026119,0.13257783700100845,,True,4.0,False,21,21,synthetic,MAR,block,0.1,5,1000x50,1,170162835,1918759952,168129703,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.0738494827040394,0.05636498081100367,1125.8017051460047,0.0009407975073616643,,,,21,21,synthetic,MAR,block,0.1,5,1000x50,1,170162835,1918759952,168129703,1000,50,5000,zscore_observed_only,True,True
mean_pca,1.02329971675637,0.8108576360686035,0.0035044470059801824,,,,,24,24,synthetic,MAR,block,0.1,5,1000x50,2,712950156,1514793276,1768937297,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.08033792448694684,0.06166920916619433,0.13758977300312836,,True,4.0,False,24,24,synthetic,MAR,block,0.1,5,1000x50,2,712950156,1514793276,1768937297,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.08711933924672954,0.06617719706255548,1261.5026304440034,0.001256941173773564,,,,24,24,synthetic,MAR,block,0.1,5,1000x50,2,712950156,1514793276,1768937297,1000,50,5000,zscore_observed_only,True,True
mean_pca,1.0322491537909397,0.8264646633021825,0.0033334690015180968,,,,,24,24,synthetic,MAR,block,0.1,5,1000x50,3,145605501,2059279874,2084449405,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.06310408176906708,0.04901514579510591,0.12613068900100188,,True,4.0,False,24,24,synthetic,MAR,block,0.1,5,1000x50,3,145605501,2059279874,2084449405,1000,50,5000,zscore_observed_only,True,True
