method,rmse,mae,wall_time_sec,vbpca_mean_variance,mice_converged,mice_n_iter,mice_retry_used,vbpca_selected_k,k_used,dataset,mechanism,pattern,missing_rate,n_components_requested,synthetic_shape,replicate_id,seed_data,seed_mask,seed_method,n_samples,n_features,n_holdout,scaling,vbpca_model_selection,use_selected_k_for_all_methods
mean_pca,0.8670329639140723,0.666115165086482,0.0011931379995075986,,,,,7,7,wine,MCAR,random,0.3,5,1000x50,11,648818141,1824701602,1068926048,178,13,694,zscore_observed_only,True,True
mice_pca,0.9420673055105117,0.6910888367559769,0.4473828960035462,,True,34.0,True,7,7,wine,MCAR,random,0.3,5,1000x50,11,648818141,1824701602,1068926048,178,13,694,zscore_observed_only,True,True
vbpca_vb_modern,0.8014745834901826,0.6024214233431259,8.813730829999258,0.1644796525561628,,,,7,7,wine,MCAR,random,0.3,5,1000x50,11,648818141,1824701602,1068926048,178,13,694,zscore_observed_only,True,True
mean_pca,0.8277299591831822,0.6567884602563274,0.0014545339945470914,,,,,8,8,wine,MCAR,random,0.3,5,1000x50,12,29221749,224638492,1128654034,178,13,694,zscore_observed_only,True,True
mice_pca,0.8785131924510053,0.6490238584307766,0.36973094600398326,,True,18.0,True,8,8,wine,MCAR,random,0.3,5,1000x50,12,29221749,224638492,1128654034,178,13,694,zscore_observed_only,True,True
vbpca_vb_modern,0.7244622720061773,0.545976668713798,12.532882608000364,0.18192556752241573,,,,8,8,wine,MCAR,random,0.3,5,1000x50,12,29221749,224638492,1128654034,178,13,694,zscore_observed_only,True,True
mean_pca,0.8211082529873581,0.642620390510214,0.0016190989990718663,,,,,7,7,wine,MCAR,random,0.3,5,1000x50,13,239931346,1733064907,310587861,178,13,694,zscore_observed_only,True,True
mice_pca,0.8346630802250288,0.6431553610745672,0.4510629840006004,,True,19.0,True,7,7,wine,MCAR,random,0.3,5,1000x50,13,239931346,1733064907,310587861,178,13,694,zscore_observed_only,True,True
vbpca_vb_modern,0.7249581163911551,0.5594772255482979,16.767715173002216,0.1800461994163202,,,,7,7,wine,MCAR,random,0.3,5,1000x50,13,239931346,1733064907,310587861,178,13,694,zscore_observed_only,True,True
mean_pca,0.8970551435077482,0.7036694030531669,0.0014474950003204867,,,,,8,8,wine,MCAR,random,0.3,5,1000x50,14,1015189301,1352711449,52658911,178,13,694,zscore_observed_only,True,True
mice_pca,0.8819411157251555,0.6800090845563286,0.42118859099718975,,True,21.0,True,8,8,wine,MCAR,random,0.3,5,1000x50,14,1015189301,1352711449,52658911,178,13,694,zscore_observed_only,True,True
vbpca_vb_modern,0.7318925600946175,0.5708691510065093,13.337156488996698,0.20177436238010077,,,,8,8,wine,MCAR,random,0.3,5,1000x50,14,1015189301,1352711449,52658911,178,13,694,zscore_observed_only,True,True
mean_pca,0.8930229887562501,0.7038308845856687,0.0014271069958340377,,,,,8,8,wine,MCAR,random,0.3,5,1000x50,15,1688489168,176601419,277434429,178,13,694,zscore_observed_only,True,True
mice_pca,0.9103345832786603,0.6802481555793912,0.1041504349996103,,True,8.0,False,8,8,wine,MCAR,random,0.3,5,1000x50,15,1688489168,176601419,277434429,178,13,694,zscore_observed_only,True,True
vbpca_vb_modern,0.7846890307076465,0.5928919223012833,16.662282853998477,0.18365688126250101,,,,8,8,wine,MCAR,random,0.3,5,1000x50,15,1688489168,176601419,277434429,178,13,694,zscore_observed_only,True,True
mean_pca,0.9025350904427097,0.7078652748314281,0.0014601860020775348,,,,,8,8,wine,MCAR,random,0.3,5,1000x50,16,98618891,2141977282,928037458,178,13,694,zscore_observed_only,True,True
mice_pca,0.8802670465949797,0.657533428871412,0.11696122800640296,,True,9.0,False,8,8,wine,MCAR,random,0.3,5,1000x50,16,98618891,2141977282,928037458,178,13,694,zscore_observed_only,True,True
vbpca_vb_modern,0.7605848682192892,0.5676842424615829,13.374335811997298,0.19046052328950658,,,,8,8,wine,MCAR,random,0.3,5,1000x50,16,98618891,2141977282,928037458,178,13,694,zscore_observed_only,True,True
mean_pca,0.8728710855102256,0.703631627260295,0.0015555699937976897,,,,,8,8,wine,MCAR,random,0.3,5,1000x50,17,759922452,483186985,1918443014,178,13,694,zscore_observed_only,True,True
mice_pca,0.8983377670411119,0.6744663848889914,0.16378753699973458,,True,12.0,False,8,8,wine,MCAR,random,0.3,5,1000x50,17,759922452,483186985,1918443014,178,13,694,zscore_observed_only,True,True
vbpca_vb_modern,0.7233415853516886,0.5620242769534564,14.387671976997808,0.18558495066036232,,,,8,8,wine,MCAR,random,0.3,5,1000x50,17,759922452,483186985,1918443014,178,13,694,zscore_observed_only,True,True
mean_pca,0.8183094564498444,0.6618024751660362,0.0015477880006073974,,,,,7,7,wine,MCAR,random,0.3,5,1000x50,18,1297220296,2146643173,2119840828,178,13,694,zscore_observed_only,True,True
mice_pca,0.8306148023236509,0.6350326127983635,0.17651929400017252,,True,12.0,False,7,7,wine,MCAR,random,0.3,5,1000x50,18,1297220296,2146643173,2119840828,178,13,694,zscore_observed_only,True,True
vbpca_vb_modern,0.7227185544726209,0.5646171381644944,16.744181474998186,0.18286805078821725,,,,7,7,wine,MCAR,random,0.3,5,1000x50,18,1297220296,2146643173,2119840828,178,13,694,zscore_observed_only,True,True
mean_pca,0.9094801041400317,0.7090806357732373,0.0015005519962869585,,,,,8,8,wine,MCAR,random,0.3,5,1000x50,19,1806161381,1667821317,816803023,178,13,694,zscore_observed_only,True,True
mice_pca,0.9307601634006359,0.6845967151012752,0.5127496589993825,,True,23.0,True,8,8,wine,MCAR,random,0.3,5,1000x50,19,1806161381,1667821317,816803023,178,13,694,zscore_observed_only,True,True
vbpca_vb_modern,0.7845164105161411,0.5835792394804985,19.004080347003764,0.18618891235679869,,,,8,8,wine,MCAR,random,0.3,5,1000x50,19,1806161381,1667821317,816803023,178,13,694,zscore_observed_only,True,True
mean_pca,0.9160903155359936,0.7408716276397657,0.0015151619954849593,,,,,6,6,wine,MCAR,random,0.5,5,1000x50,0,728192354,51890585,1697691695,178,13,1157,zscore_observed_only,True,True
mice_pca,0.8730235073735472,0.6759103543552127,0.05765447900193976,,True,4.0,False,6,6,wine,MCAR,random,0.5,5,1000x50,0,728192354,51890585,1697691695,178,13,1157,zscore_observed_only,True,True
vbpca_vb_modern,0.8284765753703056,0.6398733727125739,8.428408055006003,0.23721288181474987,,,,6,6,wine,MCAR,random,0.5,5,1000x50,0,728192354,51890585,1697691695,178,13,1157,zscore_observed_only,True,True
mean_pca,0.8861222386990607,0.7122785669737706,0.0015350229950854555,,,,,6,6,wine,MCAR,random,0.5,5,1000x50,1,1090860850,1876167309,1047850313,178,13,1157,zscore_observed_only,True,True
mice_pca,0.8646916100748081,0.6567470091952405,0.06167167000239715,,True,4.0,False,6,6,wine,MCAR,random,0.5,5,1000x50,1,1090860850,1876167309,1047850313,178,13,1157,zscore_observed_only,True,True
vbpca_vb_modern,0.7966997823986184,0.6116920260688585,11.442124437999155,0.24407570864064407,,,,6,6,wine,MCAR,random,0.5,5,1000x50,1,1090860850,1876167309,1047850313,178,13,1157,zscore_observed_only,True,True
mean_pca,0.9261273645482212,0.7381286778123076,0.0012149480025982484,,,,,6,6,wine,MCAR,random,0.5,5,1000x50,2,12901433,7555579,1726298930,178,13,1157,zscore_observed_only,True,True
mice_pca,0.8768274495763859,0.6683607121982601,0.050983770001039375,,True,5.0,False,6,6,wine,MCAR,random,0.5,5,1000x50,2,12901433,7555579,1726298930,178,13,1157,zscore_observed_only,True,True
vbpca_vb_modern,0.8550535396388269,0.6530319508687512,5.987363515996549,0.24514165738509786,,,,6,6,wine,MCAR,random,0.5,5,1000x50,2,12901433,7555579,1726298930,178,13,1157,zscore_observed_only,True,True
mean_pca,0.9362119695261387,0.7399328067847796,0.00150303899863502,,,,,7,7,wine,MCAR,random,0.5,5,1000x50,3,1865416812,759623184,313927902,178,13,1157,zscore_observed_only,True,True
mice_pca,0.8625521557635938,0.6548765821023995,0.06009154799539829,,True,4.0,False,7,7,wine,MCAR,random,0.5,5,1000x50,3,1865416812,759623184,313927902,178,13,1157,zscore_observed_only,True,True
vbpca_vb_modern,0.8090564519378817,0.6030439820195869,13.089306615998794,0.26473601036503486,,,,7,7,wine,MCAR,random,0.5,5,1000x50,3,1865416812,759623184,313927902,178,13,1157,zscore_observed_only,True,True
mean_pca,0.9105161387576297,0.7240369108181952,0.0015330719979829155,,,,,6,6,wine,MCAR,random,0.5,5,1000x50,4,121645679,1346483792,1779625367,178,13,1157,zscore_observed_only,True,True
mice_pca,0.872122630146576,0.6711557615828386,0.060346102000039537,,True,4.0,False,6,6,wine,MCAR,random,0.5,5,1000x50,4,121645679,1346483792,1779625367,178,13,1157,zscore_observed_only,True,True
vbpca_vb_modern,0.8064242260096622,0.6179783008056836,11.38256934400124,0.2573449888258341,,,,6,6,wine,MCAR,random,0.5,5,1000x50,4,121645679,1346483792,1779625367,178,13,1157,zscore_observed_only,True,True
mean_pca,0.8686403513493001,0.7058134318306779,0.0015437030015164055,,,,,7,7,wine,MCAR,random,0.5,5,1000x50,5,563746416,410829404,889686541,178,13,1157,zscore_observed_only,True,True
mice_pca,0.8340720602931775,0.6528730592223287,0.08223879800061695,,True,6.0,False,7,7,wine,MCAR,random,0.5,5,1000x50,5,563746416,410829404,889686541,178,13,1157,zscore_observed_only,True,True
vbpca_vb_modern,0.7626840094643518,0.5962236352943985,9.834529291998479,0.2706195038189797,,,,7,7,wine,MCAR,random,0.5,5,1000x50,5,563746416,410829404,889686541,178,13,1157,zscore_observed_only,True,True
mean_pca,0.97876232652563,0.7664399257289672,0.001568020998092834,,,,,7,7,wine,MCAR,random,0.5,5,1000x50,6,1689088262,1009074954,1108305417,178,13,1157,zscore_observed_only,True,True
mice_pca,0.9143783720952775,0.687076212665987,0.07973322700127028,,True,5.0,False,7,7,wine,MCAR,random,0.5,5,1000x50,6,1689088262,1009074954,1108305417,178,13,1157,zscore_observed_only,True,True
vbpca_vb_modern,0.8676094166202845,0.649516633092657,13.228422481995949,0.24448287096234483,,,,7,7,wine,MCAR,random,0.5,5,1000x50,6,1689088262,1009074954,1108305417,178,13,1157,zscore_observed_only,True,True
mean_pca,0.886280716434893,0.709015751268846,0.0015617200042470358,,,,,6,6,wine,MCAR,random,0.5,5,1000x50,7,1261998142,1142967766,1115659312,178,13,1157,zscore_observed_only,True,True
mice_pca,0.8558559598213387,0.6563340867264038,0.06774279799719807,,True,4.0,False,6,6,wine,MCAR,random,0.5,5,1000x50,7,1261998142,1142967766,1115659312,178,13,1157,zscore_observed_only,True,True
vbpca_vb_modern,0.817681976728684,0.620290863764458,12.423799470998347,0.24586059231573673,,,,6,6,wine,MCAR,random,0.5,5,1000x50,7,1261998142,1142967766,1115659312,178,13,1157,zscore_observed_only,True,True
mean_pca,0.9794348695309243,0.7707327143491981,0.0015469229983864352,,,,,6,6,wine,MCAR,random,0.5,5,1000x50,8,154007028,782627375,1285520852,178,13,1157,zscore_observed_only,True,True
mice_pca,0.9335999192136902,0.7212596265144577,0.11934543599636527,,True,9.0,False,6,6,wine,MCAR,random,0.5,5,1000x50,8,154007028,782627375,1285520852,178,13,1157,zscore_observed_only,True,True
vbpca_vb_modern,0.8772259699018689,0.6764168227430737,7.991275635002239,0.2574701189802512,,,,6,6,wine,MCAR,random,0.5,5,1000x50,8,154007028,782627375,1285520852,178,13,1157,zscore_observed_only,True,True
mean_pca,0.9217643512001418,0.7323102135531813,0.0014598519992432557,,,,,7,7,wine,MCAR,random,0.5,5,1000x50,9,86892171,1746389135,271881289,178,13,1157,zscore_observed_only,True,True
mice_pca,0.8602429000339789,0.6732067687672413,0.06430448600440286,,True,5.0,False,7,7,wine,MCAR,random,0.5,5,1000x50,9,86892171,1746389135,271881289,178,13,1157,zscore_observed_only,True,True
vbpca_vb_modern,0.7897593256331348,0.6091573529315918,8.800103845002013,0.27682444274349693,,,,7,7,wine,MCAR,random,0.5,5,1000x50,9,86892171,1746389135,271881289,178,13,1157,zscore_observed_only,True,True
mean_pca,0.9513340134789889,0.7560579956756321,0.0015234060047077946,,,,,7,7,wine,MCAR,random,0.5,5,1000x50,10,27496595,1340010415,1383155763,178,13,1157,zscore_observed_only,True,True
mice_pca,0.8790301222206582,0.6743129978205994,0.061832279003283475,,True,4.0,False,7,7,wine,MCAR,random,0.5,5,1000x50,10,27496595,1340010415,1383155763,178,13,1157,zscore_observed_only,True,True
vbpca_vb_modern,0.842821728911844,0.6421505067238463,13.18827929800318,0.2632814659015448,,,,7,7,wine,MCAR,random,0.5,5,1000x50,10,27496595,1340010415,1383155763,178,13,1157,zscore_observed_only,True,True
mean_pca,0.9521406124741297,0.7462308542666055,0.0015147079975577071,,,,,6,6,wine,MCAR,random,0.5,5,1000x50,11,1301413250,1216483680,1435103656,178,13,1157,zscore_observed_only,True,True
mice_pca,0.9110291657826648,0.680471982677518,0.06172182899899781,,True,4.0,False,6,6,wine,MCAR,random,0.5,5,1000x50,11,1301413250,1216483680,1435103656,178,13,1157,zscore_observed_only,True,True
vbpca_vb_modern,0.8514906063743507,0.6408179154776987,11.541135702995234,0.24720347868723608,,,,6,6,wine,MCAR,random,0.5,5,1000x50,11,1301413250,1216483680,1435103656,178,13,1157,zscore_observed_only,True,True
mean_pca,0.8591946616438003,0.6919299476920293,0.0011828229980892502,,,,,6,6,wine,MCAR,random,0.5,5,1000x50,12,777673907,172608350,1558856680,178,13,1157,zscore_observed_only,True,True
mice_pca,0.8534938568755736,0.663522492512816,0.041122832997643854,,True,4.0,False,6,6,wine,MCAR,random,0.5,5,1000x50,12,777673907,172608350,1558856680,178,13,1157,zscore_observed_only,True,True
vbpca_vb_modern,0.817868685575044,0.630787476157467,6.005393783001637,0.2487100333845278,,,,6,6,wine,MCAR,random,0.5,5,1000x50,12,777673907,172608350,1558856680,178,13,1157,zscore_observed_only,True,True
mean_pca,0.9635509800474468,0.7749530324773801,0.001517607997811865,,,,,7,7,wine,MCAR,random,0.5,5,1000x50,13,536434304,172595218,504380265,178,13,1157,zscore_observed_only,True,True
mice_pca,0.8884438805008846,0.6830476961353442,0.06186349500057986,,True,4.0,False,7,7,wine,MCAR,random,0.5,5,1000x50,13,536434304,172595218,504380265,178,13,1157,zscore_observed_only,True,True
vbpca_vb_modern,0.8486581005463217,0.6441695158773133,13.106884895998519,0.27366816076937855,,,,7,7,wine,MCAR,random,0.5,5,1000x50,13,536434304,172595218,504380265,178,13,1157,zscore_observed_only,True,True
mean_pca,0.8734224137540523,0.7055608204065735,0.0015470270009245723,,,,,6,6,wine,MCAR,random,0.5,5,1000x50,14,1892954183,1749407069,230270712,178,13,1157,zscore_observed_only,True,True
mice_pca,0.8547412328311135,0.664279308839612,0.09752492199913831,,True,7.0,False,6,6,wine,MCAR,random,0.5,5,1000x50,14,1892954183,1749407069,230270712,178,13,1157,zscore_observed_only,True,True
vbpca_vb_modern,0.7697270249965159,0.6012496626931862,8.404894550003519,0.25970561665486463,,,,6,6,wine,MCAR,random,0.5,5,1000x50,14,1892954183,1749407069,230270712,178,13,1157,zscore_observed_only,True,True
mean_pca,0.9252424731081084,0.7371766246910956,0.0015925120023894124,,,,,6,6,wine,MCAR,random,0.5,5,1000x50,15,1631661399,1184323933,1614137859,178,13,1157,zscore_observed_only,True,True
mice_pca,0.8977029659997922,0.6943392632286444,0.06445048499881523,,True,4.0,False,6,6,wine,MCAR,random,0.5,5,1000x50,15,1631661399,1184323933,1614137859,178,13,1157,zscore_observed_only,True,True
vbpca_vb_modern,0.8430448393944019,0.6508926024748873,11.620982651002123,0.25209930686764115,,,,6,6,wine,MCAR,random,0.5,5,1000x50,15,1631661399,1184323933,1614137859,178,13,1157,zscore_observed_only,True,True
mean_pca,0.8975963736036034,0.7214541858642604,0.0015121139949769713,,,,,7,7,wine,MCAR,random,0.5,5,1000x50,16,1541219819,2087145450,1300972444,178,13,1157,zscore_observed_only,True,True
mice_pca,0.8280524389005276,0.6509671446632197,0.06125997799972538,,True,4.0,False,7,7,wine,MCAR,random,0.5,5,1000x50,16,1541219819,2087145450,1300972444,178,13,1157,zscore_observed_only,True,True
vbpca_vb_modern,0.808835217429414,0.6207752682228895,13.115108307996707,0.24318690745586574,,,,7,7,wine,MCAR,random,0.5,5,1000x50,16,1541219819,2087145450,1300972444,178,13,1157,zscore_observed_only,True,True
mean_pca,0.9489921175785498,0.7531553177818118,0.0014753939976799302,,,,,6,6,wine,MCAR,random,0.5,5,1000x50,17,1966775676,1668287376,1383140354,178,13,1157,zscore_observed_only,True,True
mice_pca,0.8930876661849504,0.6879038454634929,0.06310835199838039,,True,4.0,False,6,6,wine,MCAR,random,0.5,5,1000x50,17,1966775676,1668287376,1383140354,178,13,1157,zscore_observed_only,True,True
vbpca_vb_modern,0.8567617116853338,0.6505074858142619,11.51723368599778,0.2383967509408743,,,,6,6,wine,MCAR,random,0.5,5,1000x50,17,1966775676,1668287376,1383140354,178,13,1157,zscore_observed_only,True,True
mean_pca,0.9072770163550327,0.7325399169526613,0.0015590549955959432,,,,,7,7,wine,MCAR,random,0.5,5,1000x50,18,808896809,1092734051,1966706763,178,13,1157,zscore_observed_only,True,True
mice_pca,0.8707786730676373,0.6783961935017752,0.055212701998243574,,True,4.0,False,7,7,wine,MCAR,random,0.5,5,1000x50,18,808896809,1092734051,1966706763,178,13,1157,zscore_observed_only,True,True
vbpca_vb_modern,0.7843671522235555,0.6154216971759917,9.228147472000273,0.27147635875238585,,,,7,7,wine,MCAR,random,0.5,5,1000x50,18,808896809,1092734051,1966706763,178,13,1157,zscore_observed_only,True,True
mean_pca,0.9985173348173926,0.7873334978319835,0.0015226450050249696,,,,,7,7,wine,MCAR,random,0.5,5,1000x50,19,1755898675,1054731458,1180391433,178,13,1157,zscore_observed_only,True,True
mice_pca,0.9559652552848723,0.7352648479761216,0.057175346999429166,,True,4.0,False,7,7,wine,MCAR,random,0.5,5,1000x50,19,1755898675,1054731458,1180391433,178,13,1157,zscore_observed_only,True,True
vbpca_vb_modern,0.8793524560931121,0.6761486046966324,9.907219512002484,0.25791357797016906,,,,7,7,wine,MCAR,random,0.5,5,1000x50,19,1755898675,1054731458,1180391433,178,13,1157,zscore_observed_only,True,True
mean_pca,1.0340316383336303,0.826578342840748,0.0014909230012563057,,,,,9,9,wine,MCAR,block,0.1,5,1000x50,0,1328734910,1648448703,502540799,178,13,231,zscore_observed_only,True,True
mice_pca,0.7350547615018332,0.5565101295019678,0.013888401997974142,,True,4.0,False,9,9,wine,MCAR,block,0.1,5,1000x50,0,1328734910,1648448703,502540799,178,13,231,zscore_observed_only,True,True
vbpca_vb_modern,0.7371349329250964,0.5545871801059373,18.336061585003335,0.14173551711163568,,,,9,9,wine,MCAR,block,0.1,5,1000x50,0,1328734910,1648448703,502540799,178,13,231,zscore_observed_only,True,True
mean_pca,1.0522693573193604,0.7954891285150258,0.001390829995216336,,,,,8,8,wine,MCAR,block,0.1,5,1000x50,1,386914224,1571463852,1101671235,178,13,231,zscore_observed_only,True,True
mice_pca,0.895459557599797,0.6319197310757334,0.015079426004376728,,True,4.0,False,8,8,wine,MCAR,block,0.1,5,1000x50,1,386914224,1571463852,1101671235,178,13,231,zscore_observed_only,True,True
vbpca_vb_modern,0.896818235300835,0.6356107918597452,23.001583944998856,0.14187731621942407,,,,8,8,wine,MCAR,block,0.1,5,1000x50,1,386914224,1571463852,1101671235,178,13,231,zscore_observed_only,True,True
mean_pca,1.1101472427170538,0.8318878349212555,0.001547798005049117,,,,,9,9,wine,MCAR,block,0.1,5,1000x50,2,1179834186,1038535126,1492099293,178,13,231,zscore_observed_only,True,True
mice_pca,0.9084529033793663,0.6603875629110989,0.014780335004616063,,True,4.0,False,9,9,wine,MCAR,block,0.1,5,1000x50,2,1179834186,1038535126,1492099293,178,13,231,zscore_observed_only,True,True
vbpca_vb_modern,0.9073300300089566,0.6617132751122132,19.365879776996735,0.13862085069698007,,,,9,9,wine,MCAR,block,0.1,5,1000x50,2,1179834186,1038535126,1492099293,178,13,231,zscore_observed_only,True,True
mean_pca,1.0268046987741828,0.8478109602158282,0.001180384002509527,,,,,9,9,wine,MCAR,block,0.1,5,1000x50,3,1040779308,1451743643,1115624840,178,13,231,zscore_observed_only,True,True
mice_pca,0.8217238414204545,0.5960920017154512,0.011157790002471302,,True,4.0,False,9,9,wine,MCAR,block,0.1,5,1000x50,3,1040779308,1451743643,1115624840,178,13,231,zscore_observed_only,True,True
vbpca_vb_modern,0.8118637763647708,0.5957255605197471,13.579593251997721,0.14695596434023436,,,,9,9,wine,MCAR,block,0.1,5,1000x50,3,1040779308,1451743643,1115624840,178,13,231,zscore_observed_only,True,True
mean_pca,1.0015164722556895,0.7882926301894496,0.0014589409984182566,,,,,9,9,wine,MCAR,block,0.1,5,1000x50,4,96717364,1318534169,176113425,178,13,231,zscore_observed_only,True,True
mice_pca,0.7714430699615298,0.5998781653847007,0.014312952000182122,,True,4.0,False,9,9,wine,MCAR,block,0.1,5,1000x50,4,96717364,1318534169,176113425,178,13,231,zscore_observed_only,True,True
vbpca_vb_modern,0.7522292363827782,0.5859587576813997,18.042563880997477,0.1477457008071441,,,,9,9,wine,MCAR,block,0.1,5,1000x50,4,96717364,1318534169,176113425,178,13,231,zscore_observed_only,True,True
mean_pca,0.8290784689523361,0.6361632810897605,0.0014425760018639266,,,,,8,8,wine,MCAR,block,0.1,5,1000x50,5,1300125528,156061042,2045662075,178,13,231,zscore_observed_only,True,True
mice_pca,0.7459114529060579,0.555612924482003,0.011995199994998984,,True,3.0,False,8,8,wine,MCAR,block,0.1,5,1000x50,5,1300125528,156061042,2045662075,178,13,231,zscore_observed_only,True,True
vbpca_vb_modern,0.7344541188726843,0.5452036562612559,22.913247422002314,0.1344325112177636,,,,8,8,wine,MCAR,block,0.1,5,1000x50,5,1300125528,156061042,2045662075,178,13,231,zscore_observed_only,True,True
mean_pca,0.9119044340731718,0.7422281272746054,0.0013840840038028546,,,,,9,9,wine,MCAR,block,0.1,5,1000x50,6,523153795,471476556,17841690,178,13,231,zscore_observed_only,True,True
mice_pca,0.9789539442658938,0.7462027470242482,0.03236367800127482,,True,11.0,False,9,9,wine,MCAR,block,0.1,5,1000x50,6,523153795,471476556,17841690,178,13,231,zscore_observed_only,True,True
vbpca_vb_modern,0.75276372198668,0.5880664372079012,17.25139558799856,0.14263781443897758,,,,9,9,wine,MCAR,block,0.1,5,1000x50,6,523153795,471476556,17841690,178,13,231,zscore_observed_only,True,True
mean_pca,1.062168560554063,0.8302090203367302,0.0014441789971897379,,,,,9,9,wine,MCAR,block,0.1,5,1000x50,7,309060437,73228793,1566418024,178,13,231,zscore_observed_only,True,True
mice_pca,0.8812697512895584,0.661705827286302,0.02596004999941215,,True,7.0,False,9,9,wine,MCAR,block,0.1,5,1000x50,7,309060437,73228793,1566418024,178,13,231,zscore_observed_only,True,True
vbpca_vb_modern,0.8533121841841733,0.6425800392469175,25.548026119999122,0.14224463570489312,,,,9,9,wine,MCAR,block,0.1,5,1000x50,7,309060437,73228793,1566418024,178,13,231,zscore_observed_only,True,True
mean_pca,0.9092219456391221,0.7199017456171598,0.0014719199971295893,,,,,8,8,wine,MCAR,block,0.1,5,1000x50,8,272952507,522869530,1921527913,178,13,231,zscore_observed_only,True,True
mice_pca,0.80261504846358,0.5711492222131747,0.04093770000326913,,True,12.0,False,8,8,wine,MCAR,block,0.1,5,1000x50,8,272952507,522869530,1921527913,178,13,231,zscore_observed_only,True,True
vbpca_vb_modern,0.6478941937950164,0.4855287249955305,22.933842810998613,0.14128443314123593,,,,8,8,wine,MCAR,block,0.1,5,1000x50,8,272952507,522869530,1921527913,178,13,231,zscore_observed_only,True,True
mean_pca,0.8006490502540675,0.6523445017253009,0.0014313129941001534,,,,,8,8,wine,MCAR,block,0.1,5,1000x50,9,602375366,1338246326,385331819,178,13,231,zscore_observed_only,True,True
mice_pca,0.6705527744406855,0.5398046440516968,0.01785374899918679,,True,5.0,False,8,8,wine,MCAR,block,0.1,5,1000x50,9,602375366,1338246326,385331819,178,13,231,zscore_observed_only,True,True
vbpca_vb_modern,0.6556286487906003,0.515906175704073,23.04690474900417,0.13544141376869176,,,,8,8,wine,MCAR,block,0.1,5,1000x50,9,602375366,1338246326,385331819,178,13,231,zscore_observed_only,True,True
mean_pca,0.8215537010854309,0.6570808896442111,0.0014730539987795055,,,,,9,9,wine,MCAR,block,0.1,5,1000x50,10,825893661,1025483162,1831771804,178,13,231,zscore_observed_only,True,True
mice_pca,0.685689528782178,0.5270793383450181,0.01885341099841753,,True,5.0,False,9,9,wine,MCAR,block,0.1,5,1000x50,10,825893661,1025483162,1831771804,178,13,231,zscore_observed_only,True,True
vbpca_vb_modern,0.6173817194529547,0.47719219709632693,27.441471199999796,0.13199539156144208,,,,9,9,wine,MCAR,block,0.1,5,1000x50,10,825893661,1025483162,1831771804,178,13,231,zscore_observed_only,True,True
mean_pca,0.8894387498743254,0.6681499401554707,0.0014448560032178648,,,,,9,9,wine,MCAR,block,0.1,5,1000x50,11,879376321,839840010,2094155632,178,13,231,zscore_observed_only,True,True
mice_pca,0.6752808157857295,0.5222924406186005,0.02162928400503006,,True,6.0,False,9,9,wine,MCAR,block,0.1,5,1000x50,11,879376321,839840010,2094155632,178,13,231,zscore_observed_only,True,True
vbpca_vb_modern,0.6480650509336157,0.4962338938167009,25.32228612399922,0.14156097271460147,,,,9,9,wine,MCAR,block,0.1,5,1000x50,11,879376321,839840010,2094155632,178,13,231,zscore_observed_only,True,True
mean_pca,0.967238645874189,0.7720267205195817,0.001457439000660088,,,,,9,9,wine,MCAR,block,0.1,5,1000x50,12,778694882,1449947013,2023904703,178,13,231,zscore_observed_only,True,True
mice_pca,0.8112719945011861,0.6096002823871124,0.014699147002829704,,True,4.0,False,9,9,wine,MCAR,block,0.1,5,1000x50,12,778694882,1449947013,2023904703,178,13,231,zscore_observed_only,True,True
vbpca_vb_modern,0.7978350338100455,0.6088878293599667,18.906912967999233,0.13809966405127796,,,,9,9,wine,MCAR,block,0.1,5,1000x50,12,778694882,1449947013,2023904703,178,13,231,zscore_observed_only,True,True
mean_pca,0.8636242950420633,0.6823628198116817,0.0014287220037658699,,,,,8,8,wine,MCAR,block,0.1,5,1000x50,13,1256004383,1565389648,1239834235,178,13,231,zscore_observed_only,True,True
mice_pca,0.6645393838408156,0.5123646332151406,0.021020651001890656,,True,6.0,False,8,8,wine,MCAR,block,0.1,5,1000x50,13,1256004383,1565389648,1239834235,178,13,231,zscore_observed_only,True,True
vbpca_vb_modern,0.6652218867749834,0.5134509839510182,22.98608811399754,0.1309805775142857,,,,8,8,wine,MCAR,block,0.1,5,1000x50,13,1256004383,1565389648,1239834235,178,13,231,zscore_observed_only,True,True
mean_pca,0.8038879743926407,0.6428634245411784,0.0015044679967104457,,,,,9,9,wine,MCAR,block,0.1,5,1000x50,14,1570387810,612040151,1225794303,178,13,231,zscore_observed_only,True,True
mice_pca,0.9133777689317407,0.6742205744883831,0.02459052099584369,,True,7.0,False,9,9,wine,MCAR,block,0.1,5,1000x50,14,1570387810,612040151,1225794303,178,13,231,zscore_observed_only,True,True
vbpca_vb_modern,0.733311869830492,0.575789757982375,25.377454162000504,0.14159640378942123,,,,9,9,wine,MCAR,block,0.1,5,1000x50,14,1570387810,612040151,1225794303,178,13,231,zscore_observed_only,True,True
mean_pca,0.8486990194555828,0.6717987986446846,0.0013530200012610294,,,,,9,9,wine,MCAR,block,0.1,5,1000x50,15,1905214676,391022417,249872179,178,13,231,zscore_observed_only,True,True
mice_pca,0.6910345362798597,0.5501042173289928,0.012789236003300175,,True,4.0,False,9,9,wine,MCAR,block,0.1,5,1000x50,15,1905214676,391022417,249872179,178,13,231,zscore_observed_only,True,True
