dataset,mechanism,pattern,missing_rate,n_components_requested,synthetic_shape,replicate_id,seed_data,seed_mask,seed_method,n_samples,n_features,n_holdout,scaling,vbpca_model_selection,use_selected_k_for_all_methods,trace_k,trace_rms,trace_prms,trace_cost
synthetic,MCAR,random,0.5,5,1000x50,13,650262628,1011214180,12648749,1000,50,25000,zscore_observed_only,True,True,10,0.04612381484900512,,
synthetic,MCAR,random,0.5,5,1000x50,13,650262628,1011214180,12648749,1000,50,25000,zscore_observed_only,True,True,11,0.043820130563785226,,
synthetic,MCAR,random,0.5,5,1000x50,13,650262628,1011214180,12648749,1000,50,25000,zscore_observed_only,True,True,12,0.04199821845568501,,
synthetic,MCAR,random,0.5,5,1000x50,13,650262628,1011214180,12648749,1000,50,25000,zscore_observed_only,True,True,13,0.04022359770781978,,
synthetic,MCAR,random,0.5,5,1000x50,13,650262628,1011214180,12648749,1000,50,25000,zscore_observed_only,True,True,14,0.038906073242360256,,
synthetic,MCAR,random,0.5,5,1000x50,13,650262628,1011214180,12648749,1000,50,25000,zscore_observed_only,True,True,15,0.037172629628785855,,
synthetic,MCAR,random,0.5,5,1000x50,13,650262628,1011214180,12648749,1000,50,25000,zscore_observed_only,True,True,16,0.03586681932837813,,
synthetic,MCAR,random,0.5,5,1000x50,13,650262628,1011214180,12648749,1000,50,25000,zscore_observed_only,True,True,17,0.03475376967450348,,
synthetic,MCAR,random,0.5,5,1000x50,13,650262628,1011214180,12648749,1000,50,25000,zscore_observed_only,True,True,18,0.033745821623445214,,
synthetic,MCAR,random,0.5,5,1000x50,13,650262628,1011214180,12648749,1000,50,25000,zscore_observed_only,True,True,19,0.0328586880663203,,
synthetic,MCAR,random,0.5,5,1000x50,13,650262628,1011214180,12648749,1000,50,25000,zscore_observed_only,True,True,20,0.03236221828128445,,
synthetic,MCAR,random,0.5,5,1000x50,13,650262628,1011214180,12648749,1000,50,25000,zscore_observed_only,True,True,21,0.032287739210423105,,
synthetic,MCAR,random,0.5,5,1000x50,13,650262628,1011214180,12648749,1000,50,25000,zscore_observed_only,True,True,22,0.03194642880273213,,
synthetic,MCAR,random,0.5,5,1000x50,13,650262628,1011214180,12648749,1000,50,25000,zscore_observed_only,True,True,23,0.03211030842325551,,
synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True,1,0.8973001617565479,,
synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True,2,0.8020392165115074,,
synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True,3,0.7016401360686836,,
synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True,4,0.5940691554998825,,
synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True,5,0.49412177086792375,,
synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True,6,0.37716547067428535,,
synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True,7,0.2550475431854976,,
synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True,8,0.049938640641172365,,
synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True,9,0.045473410878360924,,
synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True,10,0.043417731655609686,,
synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True,11,0.041775048325269376,,
synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True,12,0.04010002629556512,,
synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True,13,0.038845256899336364,,
synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True,14,0.0375092909323193,,
synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True,15,0.03642686449713876,,
synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True,16,0.03539105644754198,,
synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True,17,0.03446694954284977,,
synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True,18,0.033645460739311066,,
synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True,19,0.03317017890148984,,
synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True,20,0.03297024846787619,,
synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True,21,0.032912589971314625,,
synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True,22,0.0328932342398064,,
synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True,23,0.03300406144629868,,
synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True,1,0.8845023069121154,,
synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True,2,0.7873260890801865,,
synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True,3,0.6843238493253723,,
synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True,4,0.570833719736431,,
synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True,5,0.454070618955809,,
synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True,6,0.3456014914842109,,
synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True,7,0.2339592097310701,,
synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True,8,0.05439125878780772,,
synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True,9,0.050009924155163525,,
synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True,10,0.04650402984944432,,
synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True,11,0.043976350591841344,,
synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True,12,0.04201087406561572,,
synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True,13,0.04043072039480046,,
synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True,14,0.03892748252040558,,
synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True,15,0.0377569833950158,,
synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True,16,0.036723247304745396,,
synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True,17,0.03578804490673424,,
synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True,18,0.03495261000215932,,
synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True,19,0.03442574550560707,,
synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True,20,0.034115037994390286,,
synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True,21,0.033932178094348855,,
synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True,22,0.03390808921230001,,
synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True,23,0.034041470018122286,,
synthetic,MCAR,random,0.5,5,1000x50,16,1836830550,653610477,643126122,1000,50,25000,zscore_observed_only,True,True,1,0.8808399824144958,,
synthetic,MCAR,random,0.5,5,1000x50,16,1836830550,653610477,643126122,1000,50,25000,zscore_observed_only,True,True,2,0.775056261348317,,
synthetic,MCAR,random,0.5,5,1000x50,16,1836830550,653610477,643126122,1000,50,25000,zscore_observed_only,True,True,3,0.6685137625729346,,
synthetic,MCAR,random,0.5,5,1000x50,16,1836830550,653610477,643126122,1000,50,25000,zscore_observed_only,True,True,4,0.5637801757678257,,
synthetic,MCAR,random,0.5,5,1000x50,16,1836830550,653610477,643126122,1000,50,25000,zscore_observed_only,True,True,5,0.4565701238249681,,
synthetic,MCAR,random,0.5,5,1000x50,16,1836830550,653610477,643126122,1000,50,25000,zscore_observed_only,True,True,6,0.33778369296102445,,
synthetic,MCAR,random,0.5,5,1000x50,16,1836830550,653610477,643126122,1000,50,25000,zscore_observed_only,True,True,7,0.22703583311089595,,
synthetic,MCAR,random,0.5,5,1000x50,16,1836830550,653610477,643126122,1000,50,25000,zscore_observed_only,True,True,8,0.05127998570406747,,
synthetic,MCAR,random,0.5,5,1000x50,16,1836830550,653610477,643126122,1000,50,25000,zscore_observed_only,True,True,9,0.048165780074817026,,
synthetic,MCAR,random,0.5,5,1000x50,16,1836830550,653610477,643126122,1000,50,25000,zscore_observed_only,True,True,10,0.04645850414879591,,
synthetic,MCAR,random,0.5,5,1000x50,16,1836830550,653610477,643126122,1000,50,25000,zscore_observed_only,True,True,11,0.044841517852846194,,
synthetic,MCAR,random,0.5,5,1000x50,16,1836830550,653610477,643126122,1000,50,25000,zscore_observed_only,True,True,12,0.04336171273040454,,
synthetic,MCAR,random,0.5,5,1000x50,16,1836830550,653610477,643126122,1000,50,25000,zscore_observed_only,True,True,13,0.04203868980310964,,
synthetic,MCAR,random,0.5,5,1000x50,16,1836830550,653610477,643126122,1000,50,25000,zscore_observed_only,True,True,14,0.040951074997662575,,
synthetic,MCAR,random,0.5,5,1000x50,16,1836830550,653610477,643126122,1000,50,25000,zscore_observed_only,True,True,15,0.03983076792342262,,
synthetic,MCAR,random,0.5,5,1000x50,16,1836830550,653610477,643126122,1000,50,25000,zscore_observed_only,True,True,16,0.03885170371738484,,
synthetic,MCAR,random,0.5,5,1000x50,16,1836830550,653610477,643126122,1000,50,25000,zscore_observed_only,True,True,17,0.03797177241589484,,
synthetic,MCAR,random,0.5,5,1000x50,16,1836830550,653610477,643126122,1000,50,25000,zscore_observed_only,True,True,18,0.03720953636005995,,
synthetic,MCAR,random,0.5,5,1000x50,16,1836830550,653610477,643126122,1000,50,25000,zscore_observed_only,True,True,19,0.03667932694958731,,
synthetic,MCAR,random,0.5,5,1000x50,16,1836830550,653610477,643126122,1000,50,25000,zscore_observed_only,True,True,20,0.03666588244437448,,
synthetic,MCAR,random,0.5,5,1000x50,16,1836830550,653610477,643126122,1000,50,25000,zscore_observed_only,True,True,21,0.03686147927635977,,
synthetic,MCAR,random,0.5,5,1000x50,17,1805651843,3247489,2041131371,1000,50,25000,zscore_observed_only,True,True,1,0.8880819257162922,,
synthetic,MCAR,random,0.5,5,1000x50,17,1805651843,3247489,2041131371,1000,50,25000,zscore_observed_only,True,True,2,0.7823903992481172,,
synthetic,MCAR,random,0.5,5,1000x50,17,1805651843,3247489,2041131371,1000,50,25000,zscore_observed_only,True,True,3,0.675589056886475,,
synthetic,MCAR,random,0.5,5,1000x50,17,1805651843,3247489,2041131371,1000,50,25000,zscore_observed_only,True,True,4,0.5723025433185261,,
synthetic,MCAR,random,0.5,5,1000x50,17,1805651843,3247489,2041131371,1000,50,25000,zscore_observed_only,True,True,5,0.46520609065591983,,
synthetic,MCAR,random,0.5,5,1000x50,17,1805651843,3247489,2041131371,1000,50,25000,zscore_observed_only,True,True,6,0.3528148061093095,,
synthetic,MCAR,random,0.5,5,1000x50,17,1805651843,3247489,2041131371,1000,50,25000,zscore_observed_only,True,True,7,0.24226995152424977,,
synthetic,MCAR,random,0.5,5,1000x50,17,1805651843,3247489,2041131371,1000,50,25000,zscore_observed_only,True,True,8,0.0582586395114386,,
synthetic,MCAR,random,0.5,5,1000x50,17,1805651843,3247489,2041131371,1000,50,25000,zscore_observed_only,True,True,9,0.05085029898593973,,
synthetic,MCAR,random,0.5,5,1000x50,17,1805651843,3247489,2041131371,1000,50,25000,zscore_observed_only,True,True,10,0.04753954342799511,,
synthetic,MCAR,random,0.5,5,1000x50,17,1805651843,3247489,2041131371,1000,50,25000,zscore_observed_only,True,True,11,0.045460894879693084,,
synthetic,MCAR,random,0.5,5,1000x50,17,1805651843,3247489,2041131371,1000,50,25000,zscore_observed_only,True,True,12,0.04389363483798251,,
synthetic,MCAR,random,0.5,5,1000x50,17,1805651843,3247489,2041131371,1000,50,25000,zscore_observed_only,True,True,13,0.04275156444111068,,
synthetic,MCAR,random,0.5,5,1000x50,17,1805651843,3247489,2041131371,1000,50,25000,zscore_observed_only,True,True,14,0.04144703842310421,,
synthetic,MCAR,random,0.5,5,1000x50,17,1805651843,3247489,2041131371,1000,50,25000,zscore_observed_only,True,True,15,0.04038904979434595,,
synthetic,MCAR,random,0.5,5,1000x50,17,1805651843,3247489,2041131371,1000,50,25000,zscore_observed_only,True,True,16,0.039554633197953264,,
synthetic,MCAR,random,0.5,5,1000x50,17,1805651843,3247489,2041131371,1000,50,25000,zscore_observed_only,True,True,17,0.03866281020266345,,
synthetic,MCAR,random,0.5,5,1000x50,17,1805651843,3247489,2041131371,1000,50,25000,zscore_observed_only,True,True,18,0.038291467301078706,,
synthetic,MCAR,random,0.5,5,1000x50,17,1805651843,3247489,2041131371,1000,50,25000,zscore_observed_only,True,True,19,0.0379168810980319,,
synthetic,MCAR,random,0.5,5,1000x50,17,1805651843,3247489,2041131371,1000,50,25000,zscore_observed_only,True,True,20,0.037729153604671425,,
synthetic,MCAR,random,0.5,5,1000x50,17,1805651843,3247489,2041131371,1000,50,25000,zscore_observed_only,True,True,21,0.03797263369138839,,
synthetic,MCAR,random,0.5,5,1000x50,18,407920293,684777943,696117697,1000,50,25000,zscore_observed_only,True,True,1,0.900441738623947,,
synthetic,MCAR,random,0.5,5,1000x50,18,407920293,684777943,696117697,1000,50,25000,zscore_observed_only,True,True,2,0.7931192814463949,,
synthetic,MCAR,random,0.5,5,1000x50,18,407920293,684777943,696117697,1000,50,25000,zscore_observed_only,True,True,3,0.6871837004874025,,
synthetic,MCAR,random,0.5,5,1000x50,18,407920293,684777943,696117697,1000,50,25000,zscore_observed_only,True,True,4,0.5886096953852191,,
synthetic,MCAR,random,0.5,5,1000x50,18,407920293,684777943,696117697,1000,50,25000,zscore_observed_only,True,True,5,0.47776828122456616,,
synthetic,MCAR,random,0.5,5,1000x50,18,407920293,684777943,696117697,1000,50,25000,zscore_observed_only,True,True,6,0.37094560178154345,,
synthetic,MCAR,random,0.5,5,1000x50,18,407920293,684777943,696117697,1000,50,25000,zscore_observed_only,True,True,7,0.24924939743227847,,
synthetic,MCAR,random,0.5,5,1000x50,18,407920293,684777943,696117697,1000,50,25000,zscore_observed_only,True,True,8,0.05440947172046579,,
synthetic,MCAR,random,0.5,5,1000x50,18,407920293,684777943,696117697,1000,50,25000,zscore_observed_only,True,True,9,0.05131695090193396,,
synthetic,MCAR,random,0.5,5,1000x50,18,407920293,684777943,696117697,1000,50,25000,zscore_observed_only,True,True,10,0.04912924407744024,,
synthetic,MCAR,random,0.5,5,1000x50,18,407920293,684777943,696117697,1000,50,25000,zscore_observed_only,True,True,11,0.04739716163077868,,
synthetic,MCAR,random,0.5,5,1000x50,18,407920293,684777943,696117697,1000,50,25000,zscore_observed_only,True,True,12,0.045974498802555386,,
synthetic,MCAR,random,0.5,5,1000x50,18,407920293,684777943,696117697,1000,50,25000,zscore_observed_only,True,True,13,0.04464091840184347,,
synthetic,MCAR,random,0.5,5,1000x50,18,407920293,684777943,696117697,1000,50,25000,zscore_observed_only,True,True,14,0.043377011459275035,,
synthetic,MCAR,random,0.5,5,1000x50,18,407920293,684777943,696117697,1000,50,25000,zscore_observed_only,True,True,15,0.042085168161041034,,
synthetic,MCAR,random,0.5,5,1000x50,18,407920293,684777943,696117697,1000,50,25000,zscore_observed_only,True,True,16,0.040994747236141604,,
synthetic,MCAR,random,0.5,5,1000x50,18,407920293,684777943,696117697,1000,50,25000,zscore_observed_only,True,True,17,0.03992431099087063,,
synthetic,MCAR,random,0.5,5,1000x50,18,407920293,684777943,696117697,1000,50,25000,zscore_observed_only,True,True,18,0.03956930500488829,,
synthetic,MCAR,random,0.5,5,1000x50,18,407920293,684777943,696117697,1000,50,25000,zscore_observed_only,True,True,19,0.03866218846880085,,
synthetic,MCAR,random,0.5,5,1000x50,18,407920293,684777943,696117697,1000,50,25000,zscore_observed_only,True,True,20,0.038695075357000855,,
synthetic,MCAR,random,0.5,5,1000x50,19,1927942719,1763833526,724838116,1000,50,25000,zscore_observed_only,True,True,1,0.8839042470437704,,
synthetic,MCAR,random,0.5,5,1000x50,19,1927942719,1763833526,724838116,1000,50,25000,zscore_observed_only,True,True,2,0.7799727270435444,,
synthetic,MCAR,random,0.5,5,1000x50,19,1927942719,1763833526,724838116,1000,50,25000,zscore_observed_only,True,True,3,0.6780166177852216,,
synthetic,MCAR,random,0.5,5,1000x50,19,1927942719,1763833526,724838116,1000,50,25000,zscore_observed_only,True,True,4,0.5757143284449441,,
synthetic,MCAR,random,0.5,5,1000x50,19,1927942719,1763833526,724838116,1000,50,25000,zscore_observed_only,True,True,5,0.46434790387529645,,
synthetic,MCAR,random,0.5,5,1000x50,19,1927942719,1763833526,724838116,1000,50,25000,zscore_observed_only,True,True,6,0.3502323276632783,,
synthetic,MCAR,random,0.5,5,1000x50,19,1927942719,1763833526,724838116,1000,50,25000,zscore_observed_only,True,True,7,0.2377090232861297,,
synthetic,MCAR,random,0.5,5,1000x50,19,1927942719,1763833526,724838116,1000,50,25000,zscore_observed_only,True,True,8,0.05213634417650667,,
synthetic,MCAR,random,0.5,5,1000x50,19,1927942719,1763833526,724838116,1000,50,25000,zscore_observed_only,True,True,9,0.049158924912475845,,
synthetic,MCAR,random,0.5,5,1000x50,19,1927942719,1763833526,724838116,1000,50,25000,zscore_observed_only,True,True,10,0.046847309139937614,,
synthetic,MCAR,random,0.5,5,1000x50,19,1927942719,1763833526,724838116,1000,50,25000,zscore_observed_only,True,True,11,0.044743059567454425,,
synthetic,MCAR,random,0.5,5,1000x50,19,1927942719,1763833526,724838116,1000,50,25000,zscore_observed_only,True,True,12,0.04317913447987401,,
synthetic,MCAR,random,0.5,5,1000x50,19,1927942719,1763833526,724838116,1000,50,25000,zscore_observed_only,True,True,13,0.04188769422230769,,
synthetic,MCAR,random,0.5,5,1000x50,19,1927942719,1763833526,724838116,1000,50,25000,zscore_observed_only,True,True,14,0.04064316709600908,,
synthetic,MCAR,random,0.5,5,1000x50,19,1927942719,1763833526,724838116,1000,50,25000,zscore_observed_only,True,True,15,0.0395297968616334,,
synthetic,MCAR,random,0.5,5,1000x50,19,1927942719,1763833526,724838116,1000,50,25000,zscore_observed_only,True,True,16,0.038505084560192165,,
synthetic,MCAR,random,0.5,5,1000x50,19,1927942719,1763833526,724838116,1000,50,25000,zscore_observed_only,True,True,17,0.03762863637684577,,
synthetic,MCAR,random,0.5,5,1000x50,19,1927942719,1763833526,724838116,1000,50,25000,zscore_observed_only,True,True,18,0.03667874312597575,,
synthetic,MCAR,random,0.5,5,1000x50,19,1927942719,1763833526,724838116,1000,50,25000,zscore_observed_only,True,True,19,0.03686054417359968,,
synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True,1,0.8843372193581602,,
synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True,2,0.7725492025743507,,
synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True,3,0.666674163902072,,
synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True,4,0.5680677516324848,,
synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True,5,0.4647934114167182,,
synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True,6,0.36465077194749596,,
synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True,7,0.24917830177398384,,
synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True,8,0.05309589460123397,,
synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True,9,0.051847328602838236,,
synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True,10,0.05033683776295994,,
synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True,11,0.04930240859104978,,
synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True,12,0.04834095460286291,,
synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True,13,0.047430504756308466,,
synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True,14,0.04658426531525709,,
synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True,15,0.04569988875300925,,
synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True,16,0.044858511832146286,,
synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True,17,0.04406236161738556,,
synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True,18,0.043294100568483616,,
synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True,19,0.04268381024170574,,
synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True,20,0.0421732699175387,,
synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True,21,0.04193705348793385,,
synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True,22,0.04186330372582695,,
synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True,23,0.04194099732614343,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,1,0.8934665768815653,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,2,0.795077411170065,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,3,0.6999406294527671,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,4,0.5994715829282784,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,5,0.5011193209633313,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,6,0.39028592848721433,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,7,0.26412309199447165,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,8,0.057936941428055805,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,9,0.05595974071516861,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,10,0.0537642342962783,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,11,0.052528775600876834,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,12,0.05132668266209758,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,13,0.05034322097367463,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,14,0.049418232035009856,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,15,0.04847294251537591,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,16,0.04756427276513444,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,17,0.04670927016655489,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,18,0.04591191822062671,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,19,0.04497780212800791,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,20,0.04425693592065333,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,21,0.04330689471782586,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,22,0.04296283960600829,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,23,0.04278665871637898,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,24,0.042643019183744156,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,25,0.04262031901718677,,
synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True,26,0.04285571325190064,,
synthetic,MCAR,block,0.1,5,1000x50,2,1596526395,491136928,1207633723,1000,50,5000,zscore_observed_only,True,True,1,0.9010349976884091,,
