dataset,mechanism,pattern,missing_rate,n_components_requested,synthetic_shape,replicate_id,seed_data,seed_mask,seed_method,n_samples,n_features,n_holdout,scaling,vbpca_model_selection,use_selected_k_for_all_methods,trace_k,trace_rms,trace_prms,trace_cost
synthetic,MAR,random,0.5,5,1000x50,7,1086350170,1992313184,1622936911,1000,50,25000,zscore_observed_only,True,True,15,0.03689656128193019,,
synthetic,MAR,random,0.5,5,1000x50,7,1086350170,1992313184,1622936911,1000,50,25000,zscore_observed_only,True,True,16,0.03588396374218947,,
synthetic,MAR,random,0.5,5,1000x50,7,1086350170,1992313184,1622936911,1000,50,25000,zscore_observed_only,True,True,17,0.0349826855238721,,
synthetic,MAR,random,0.5,5,1000x50,7,1086350170,1992313184,1622936911,1000,50,25000,zscore_observed_only,True,True,18,0.03413828671197142,,
synthetic,MAR,random,0.5,5,1000x50,7,1086350170,1992313184,1622936911,1000,50,25000,zscore_observed_only,True,True,19,0.03344710461039061,,
synthetic,MAR,random,0.5,5,1000x50,7,1086350170,1992313184,1622936911,1000,50,25000,zscore_observed_only,True,True,20,0.03250606748801485,,
synthetic,MAR,random,0.5,5,1000x50,7,1086350170,1992313184,1622936911,1000,50,25000,zscore_observed_only,True,True,21,0.03250481110338312,,
synthetic,MAR,random,0.5,5,1000x50,7,1086350170,1992313184,1622936911,1000,50,25000,zscore_observed_only,True,True,22,0.03167833851937386,,
synthetic,MAR,random,0.5,5,1000x50,7,1086350170,1992313184,1622936911,1000,50,25000,zscore_observed_only,True,True,23,0.031946295005567116,,
synthetic,MAR,random,0.5,5,1000x50,8,1184933449,1050170404,1928578617,1000,50,25000,zscore_observed_only,True,True,1,0.8795992792110455,,
synthetic,MAR,random,0.5,5,1000x50,8,1184933449,1050170404,1928578617,1000,50,25000,zscore_observed_only,True,True,2,0.773206128842911,,
synthetic,MAR,random,0.5,5,1000x50,8,1184933449,1050170404,1928578617,1000,50,25000,zscore_observed_only,True,True,3,0.6682201392810706,,
synthetic,MAR,random,0.5,5,1000x50,8,1184933449,1050170404,1928578617,1000,50,25000,zscore_observed_only,True,True,4,0.577082946643527,,
synthetic,MAR,random,0.5,5,1000x50,8,1184933449,1050170404,1928578617,1000,50,25000,zscore_observed_only,True,True,5,0.4823685814848515,,
synthetic,MAR,random,0.5,5,1000x50,8,1184933449,1050170404,1928578617,1000,50,25000,zscore_observed_only,True,True,6,0.3618783848593767,,
synthetic,MAR,random,0.5,5,1000x50,8,1184933449,1050170404,1928578617,1000,50,25000,zscore_observed_only,True,True,7,0.22805398440723076,,
synthetic,MAR,random,0.5,5,1000x50,8,1184933449,1050170404,1928578617,1000,50,25000,zscore_observed_only,True,True,8,0.05000210481925425,,
synthetic,MAR,random,0.5,5,1000x50,8,1184933449,1050170404,1928578617,1000,50,25000,zscore_observed_only,True,True,9,0.04637138805947819,,
synthetic,MAR,random,0.5,5,1000x50,8,1184933449,1050170404,1928578617,1000,50,25000,zscore_observed_only,True,True,10,0.04353202145135179,,
synthetic,MAR,random,0.5,5,1000x50,8,1184933449,1050170404,1928578617,1000,50,25000,zscore_observed_only,True,True,11,0.041523588034510936,,
synthetic,MAR,random,0.5,5,1000x50,8,1184933449,1050170404,1928578617,1000,50,25000,zscore_observed_only,True,True,12,0.0401772192875006,,
synthetic,MAR,random,0.5,5,1000x50,8,1184933449,1050170404,1928578617,1000,50,25000,zscore_observed_only,True,True,13,0.03908950722630779,,
synthetic,MAR,random,0.5,5,1000x50,8,1184933449,1050170404,1928578617,1000,50,25000,zscore_observed_only,True,True,14,0.03812000127174608,,
synthetic,MAR,random,0.5,5,1000x50,8,1184933449,1050170404,1928578617,1000,50,25000,zscore_observed_only,True,True,15,0.03716891545505251,,
synthetic,MAR,random,0.5,5,1000x50,8,1184933449,1050170404,1928578617,1000,50,25000,zscore_observed_only,True,True,16,0.036295101708160346,,
synthetic,MAR,random,0.5,5,1000x50,8,1184933449,1050170404,1928578617,1000,50,25000,zscore_observed_only,True,True,17,0.03540865104981446,,
synthetic,MAR,random,0.5,5,1000x50,8,1184933449,1050170404,1928578617,1000,50,25000,zscore_observed_only,True,True,18,0.034654199446264786,,
synthetic,MAR,random,0.5,5,1000x50,8,1184933449,1050170404,1928578617,1000,50,25000,zscore_observed_only,True,True,19,0.034485565692630483,,
synthetic,MAR,random,0.5,5,1000x50,8,1184933449,1050170404,1928578617,1000,50,25000,zscore_observed_only,True,True,20,0.03410999834754074,,
synthetic,MAR,random,0.5,5,1000x50,8,1184933449,1050170404,1928578617,1000,50,25000,zscore_observed_only,True,True,21,0.03415757790877323,,
synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True,1,0.8763243083080416,,
synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True,2,0.763642979140064,,
synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True,3,0.653044201429744,,
synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True,4,0.5368536457155563,,
synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True,5,0.4450819679706784,,
synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True,6,0.3475664550971172,,
synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True,7,0.2251961314139005,,
synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True,8,0.05070232727029947,,
synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True,9,0.047781339597138366,,
synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True,10,0.04564916239588412,,
synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True,11,0.043717238048676124,,
synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True,12,0.04224039759024353,,
synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True,13,0.04080227527794676,,
synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True,14,0.03933573958925414,,
synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True,15,0.03818735023463286,,
synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True,16,0.03718797511311489,,
synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True,17,0.03634351187926268,,
synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True,18,0.035566914163059925,,
synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True,19,0.03474944340396446,,
synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True,20,0.034357112150988287,,
synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True,21,0.03382975908794589,,
synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True,22,0.03381561486135011,,
synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True,23,0.033775413209993374,,
synthetic,MAR,random,0.5,5,1000x50,9,1773236496,1484241890,1160646492,1000,50,25000,zscore_observed_only,True,True,24,0.03418338352768828,,
synthetic,MAR,random,0.5,5,1000x50,10,230520317,767045084,1509767005,1000,50,25000,zscore_observed_only,True,True,1,0.8909449221687452,,
synthetic,MAR,random,0.5,5,1000x50,10,230520317,767045084,1509767005,1000,50,25000,zscore_observed_only,True,True,2,0.7823455352823707,,
synthetic,MAR,random,0.5,5,1000x50,10,230520317,767045084,1509767005,1000,50,25000,zscore_observed_only,True,True,3,0.6725287285178574,,
synthetic,MAR,random,0.5,5,1000x50,10,230520317,767045084,1509767005,1000,50,25000,zscore_observed_only,True,True,4,0.5629704316816171,,
synthetic,MAR,random,0.5,5,1000x50,10,230520317,767045084,1509767005,1000,50,25000,zscore_observed_only,True,True,5,0.4556034455716409,,
synthetic,MAR,random,0.5,5,1000x50,10,230520317,767045084,1509767005,1000,50,25000,zscore_observed_only,True,True,6,0.3420715822924967,,
synthetic,MAR,random,0.5,5,1000x50,10,230520317,767045084,1509767005,1000,50,25000,zscore_observed_only,True,True,7,0.2234722584215237,,
synthetic,MAR,random,0.5,5,1000x50,10,230520317,767045084,1509767005,1000,50,25000,zscore_observed_only,True,True,8,0.049288238317724956,,
synthetic,MAR,random,0.5,5,1000x50,10,230520317,767045084,1509767005,1000,50,25000,zscore_observed_only,True,True,9,0.046404184193994794,,
synthetic,MAR,random,0.5,5,1000x50,10,230520317,767045084,1509767005,1000,50,25000,zscore_observed_only,True,True,10,0.044152496473606494,,
synthetic,MAR,random,0.5,5,1000x50,10,230520317,767045084,1509767005,1000,50,25000,zscore_observed_only,True,True,11,0.042353676120291985,,
synthetic,MAR,random,0.5,5,1000x50,10,230520317,767045084,1509767005,1000,50,25000,zscore_observed_only,True,True,12,0.04092315540871837,,
synthetic,MAR,random,0.5,5,1000x50,10,230520317,767045084,1509767005,1000,50,25000,zscore_observed_only,True,True,13,0.0396155348114514,,
synthetic,MAR,random,0.5,5,1000x50,10,230520317,767045084,1509767005,1000,50,25000,zscore_observed_only,True,True,14,0.03837165883918412,,
synthetic,MAR,random,0.5,5,1000x50,10,230520317,767045084,1509767005,1000,50,25000,zscore_observed_only,True,True,15,0.037351428204297016,,
synthetic,MAR,random,0.5,5,1000x50,10,230520317,767045084,1509767005,1000,50,25000,zscore_observed_only,True,True,16,0.03640967093138659,,
synthetic,MAR,random,0.5,5,1000x50,10,230520317,767045084,1509767005,1000,50,25000,zscore_observed_only,True,True,17,0.03554137611187035,,
synthetic,MAR,random,0.5,5,1000x50,10,230520317,767045084,1509767005,1000,50,25000,zscore_observed_only,True,True,18,0.034868658284830385,,
synthetic,MAR,random,0.5,5,1000x50,10,230520317,767045084,1509767005,1000,50,25000,zscore_observed_only,True,True,19,0.034208277481082454,,
synthetic,MAR,random,0.5,5,1000x50,10,230520317,767045084,1509767005,1000,50,25000,zscore_observed_only,True,True,20,0.0339315959282918,,
synthetic,MAR,random,0.5,5,1000x50,10,230520317,767045084,1509767005,1000,50,25000,zscore_observed_only,True,True,21,0.03385413484370468,,
synthetic,MAR,random,0.5,5,1000x50,10,230520317,767045084,1509767005,1000,50,25000,zscore_observed_only,True,True,22,0.0338880470913311,,
synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True,1,0.8913609984220844,,
synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True,2,0.7861172008158976,,
synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True,3,0.6762381998291417,,
synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True,4,0.5600014525929337,,
synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True,5,0.4464021107658474,,
synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True,6,0.33618703439255676,,
synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True,7,0.2287544715675461,,
synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True,8,0.05071469340811411,,
synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True,9,0.04665889631434368,,
synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True,10,0.04471845735999202,,
synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True,11,0.043080492110177955,,
synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True,12,0.04164981758249632,,
synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True,13,0.040320797707033035,,
synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True,14,0.039249102949385425,,
synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True,15,0.038384796785532097,,
synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True,16,0.03733438968485457,,
synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True,17,0.036420741615460085,,
synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True,18,0.03579343544879004,,
synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True,19,0.03494275208648871,,
synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True,20,0.034236253195169195,,
synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True,21,0.03421925237436658,,
synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True,22,0.033856111597111035,,
synthetic,MAR,random,0.5,5,1000x50,11,1730823459,1453577792,400244880,1000,50,25000,zscore_observed_only,True,True,23,0.03391499856653564,,
synthetic,MAR,random,0.5,5,1000x50,12,458197561,1909733653,756969912,1000,50,25000,zscore_observed_only,True,True,1,0.8698592096848992,,
synthetic,MAR,random,0.5,5,1000x50,12,458197561,1909733653,756969912,1000,50,25000,zscore_observed_only,True,True,2,0.7496118013683347,,
synthetic,MAR,random,0.5,5,1000x50,12,458197561,1909733653,756969912,1000,50,25000,zscore_observed_only,True,True,3,0.6499197494089944,,
synthetic,MAR,random,0.5,5,1000x50,12,458197561,1909733653,756969912,1000,50,25000,zscore_observed_only,True,True,4,0.5486216416595796,,
synthetic,MAR,random,0.5,5,1000x50,12,458197561,1909733653,756969912,1000,50,25000,zscore_observed_only,True,True,5,0.4454020250835012,,
synthetic,MAR,random,0.5,5,1000x50,12,458197561,1909733653,756969912,1000,50,25000,zscore_observed_only,True,True,6,0.3270554633069781,,
synthetic,MAR,random,0.5,5,1000x50,12,458197561,1909733653,756969912,1000,50,25000,zscore_observed_only,True,True,7,0.21148589863049158,,
synthetic,MAR,random,0.5,5,1000x50,12,458197561,1909733653,756969912,1000,50,25000,zscore_observed_only,True,True,8,0.05244688962471742,,
synthetic,MAR,random,0.5,5,1000x50,12,458197561,1909733653,756969912,1000,50,25000,zscore_observed_only,True,True,9,0.04836006097095659,,
synthetic,MAR,random,0.5,5,1000x50,12,458197561,1909733653,756969912,1000,50,25000,zscore_observed_only,True,True,10,0.04556134652938988,,
synthetic,MAR,random,0.5,5,1000x50,12,458197561,1909733653,756969912,1000,50,25000,zscore_observed_only,True,True,11,0.04388417704870752,,
synthetic,MAR,random,0.5,5,1000x50,12,458197561,1909733653,756969912,1000,50,25000,zscore_observed_only,True,True,12,0.04248528411986524,,
synthetic,MAR,random,0.5,5,1000x50,12,458197561,1909733653,756969912,1000,50,25000,zscore_observed_only,True,True,13,0.04122210232129581,,
synthetic,MAR,random,0.5,5,1000x50,12,458197561,1909733653,756969912,1000,50,25000,zscore_observed_only,True,True,14,0.04014513240230027,,
synthetic,MAR,random,0.5,5,1000x50,12,458197561,1909733653,756969912,1000,50,25000,zscore_observed_only,True,True,15,0.039087100664188655,,
synthetic,MAR,random,0.5,5,1000x50,12,458197561,1909733653,756969912,1000,50,25000,zscore_observed_only,True,True,16,0.03815242240517627,,
synthetic,MAR,random,0.5,5,1000x50,12,458197561,1909733653,756969912,1000,50,25000,zscore_observed_only,True,True,17,0.037315978501423035,,
synthetic,MAR,random,0.5,5,1000x50,12,458197561,1909733653,756969912,1000,50,25000,zscore_observed_only,True,True,18,0.03650078038055028,,
synthetic,MAR,random,0.5,5,1000x50,12,458197561,1909733653,756969912,1000,50,25000,zscore_observed_only,True,True,19,0.035954928362182725,,
synthetic,MAR,random,0.5,5,1000x50,12,458197561,1909733653,756969912,1000,50,25000,zscore_observed_only,True,True,20,0.03586623413863587,,
synthetic,MAR,random,0.5,5,1000x50,12,458197561,1909733653,756969912,1000,50,25000,zscore_observed_only,True,True,21,0.03593472671501341,,
synthetic,MAR,random,0.5,5,1000x50,13,1446144924,417628020,2047362058,1000,50,25000,zscore_observed_only,True,True,1,0.8909003373184546,,
synthetic,MAR,random,0.5,5,1000x50,13,1446144924,417628020,2047362058,1000,50,25000,zscore_observed_only,True,True,2,0.7741609023778133,,
synthetic,MAR,random,0.5,5,1000x50,13,1446144924,417628020,2047362058,1000,50,25000,zscore_observed_only,True,True,3,0.6602869925255103,,
synthetic,MAR,random,0.5,5,1000x50,13,1446144924,417628020,2047362058,1000,50,25000,zscore_observed_only,True,True,4,0.5536781027888183,,
synthetic,MAR,random,0.5,5,1000x50,13,1446144924,417628020,2047362058,1000,50,25000,zscore_observed_only,True,True,5,0.44883200691335645,,
synthetic,MAR,random,0.5,5,1000x50,13,1446144924,417628020,2047362058,1000,50,25000,zscore_observed_only,True,True,6,0.33703608096955273,,
synthetic,MAR,random,0.5,5,1000x50,13,1446144924,417628020,2047362058,1000,50,25000,zscore_observed_only,True,True,7,0.2286958192493004,,
synthetic,MAR,random,0.5,5,1000x50,13,1446144924,417628020,2047362058,1000,50,25000,zscore_observed_only,True,True,8,0.049508368377545964,,
synthetic,MAR,random,0.5,5,1000x50,13,1446144924,417628020,2047362058,1000,50,25000,zscore_observed_only,True,True,9,0.04686615950812239,,
synthetic,MAR,random,0.5,5,1000x50,13,1446144924,417628020,2047362058,1000,50,25000,zscore_observed_only,True,True,10,0.04498862543341371,,
synthetic,MAR,random,0.5,5,1000x50,13,1446144924,417628020,2047362058,1000,50,25000,zscore_observed_only,True,True,11,0.04341036868701954,,
synthetic,MAR,random,0.5,5,1000x50,13,1446144924,417628020,2047362058,1000,50,25000,zscore_observed_only,True,True,12,0.0420432464814265,,
synthetic,MAR,random,0.5,5,1000x50,13,1446144924,417628020,2047362058,1000,50,25000,zscore_observed_only,True,True,13,0.04078582187272561,,
synthetic,MAR,random,0.5,5,1000x50,13,1446144924,417628020,2047362058,1000,50,25000,zscore_observed_only,True,True,14,0.039614681647161795,,
synthetic,MAR,random,0.5,5,1000x50,13,1446144924,417628020,2047362058,1000,50,25000,zscore_observed_only,True,True,15,0.03869296126962709,,
synthetic,MAR,random,0.5,5,1000x50,13,1446144924,417628020,2047362058,1000,50,25000,zscore_observed_only,True,True,16,0.037752115928752786,,
synthetic,MAR,random,0.5,5,1000x50,13,1446144924,417628020,2047362058,1000,50,25000,zscore_observed_only,True,True,17,0.03679361384777167,,
synthetic,MAR,random,0.5,5,1000x50,13,1446144924,417628020,2047362058,1000,50,25000,zscore_observed_only,True,True,18,0.03599149850597845,,
synthetic,MAR,random,0.5,5,1000x50,13,1446144924,417628020,2047362058,1000,50,25000,zscore_observed_only,True,True,19,0.03531280522723891,,
synthetic,MAR,random,0.5,5,1000x50,13,1446144924,417628020,2047362058,1000,50,25000,zscore_observed_only,True,True,20,0.03482891930304221,,
synthetic,MAR,random,0.5,5,1000x50,13,1446144924,417628020,2047362058,1000,50,25000,zscore_observed_only,True,True,21,0.03524493093498528,,
synthetic,MAR,random,0.5,5,1000x50,14,596433910,450634401,579896980,1000,50,25000,zscore_observed_only,True,True,1,0.8829460550554625,,
synthetic,MAR,random,0.5,5,1000x50,14,596433910,450634401,579896980,1000,50,25000,zscore_observed_only,True,True,2,0.7716290706938436,,
synthetic,MAR,random,0.5,5,1000x50,14,596433910,450634401,579896980,1000,50,25000,zscore_observed_only,True,True,3,0.6574101487796103,,
synthetic,MAR,random,0.5,5,1000x50,14,596433910,450634401,579896980,1000,50,25000,zscore_observed_only,True,True,4,0.5408693726818748,,
synthetic,MAR,random,0.5,5,1000x50,14,596433910,450634401,579896980,1000,50,25000,zscore_observed_only,True,True,5,0.4239401093498031,,
synthetic,MAR,random,0.5,5,1000x50,14,596433910,450634401,579896980,1000,50,25000,zscore_observed_only,True,True,6,0.3267343385150736,,
synthetic,MAR,random,0.5,5,1000x50,14,596433910,450634401,579896980,1000,50,25000,zscore_observed_only,True,True,7,0.21014858988399238,,
synthetic,MAR,random,0.5,5,1000x50,14,596433910,450634401,579896980,1000,50,25000,zscore_observed_only,True,True,8,0.05021000247137248,,
synthetic,MAR,random,0.5,5,1000x50,14,596433910,450634401,579896980,1000,50,25000,zscore_observed_only,True,True,9,0.04651311094217658,,
synthetic,MAR,random,0.5,5,1000x50,14,596433910,450634401,579896980,1000,50,25000,zscore_observed_only,True,True,10,0.0441138769628179,,
synthetic,MAR,random,0.5,5,1000x50,14,596433910,450634401,579896980,1000,50,25000,zscore_observed_only,True,True,11,0.04227390638247779,,
synthetic,MAR,random,0.5,5,1000x50,14,596433910,450634401,579896980,1000,50,25000,zscore_observed_only,True,True,12,0.040930475682810344,,
synthetic,MAR,random,0.5,5,1000x50,14,596433910,450634401,579896980,1000,50,25000,zscore_observed_only,True,True,13,0.039676473163012156,,
synthetic,MAR,random,0.5,5,1000x50,14,596433910,450634401,579896980,1000,50,25000,zscore_observed_only,True,True,14,0.03865617870423819,,
synthetic,MAR,random,0.5,5,1000x50,14,596433910,450634401,579896980,1000,50,25000,zscore_observed_only,True,True,15,0.037614919265913316,,
synthetic,MAR,random,0.5,5,1000x50,14,596433910,450634401,579896980,1000,50,25000,zscore_observed_only,True,True,16,0.0365226230128093,,
synthetic,MAR,random,0.5,5,1000x50,14,596433910,450634401,579896980,1000,50,25000,zscore_observed_only,True,True,17,0.03571056917556822,,
synthetic,MAR,random,0.5,5,1000x50,14,596433910,450634401,579896980,1000,50,25000,zscore_observed_only,True,True,18,0.034979538196766094,,
synthetic,MAR,random,0.5,5,1000x50,14,596433910,450634401,579896980,1000,50,25000,zscore_observed_only,True,True,19,0.0343033779278413,,
synthetic,MAR,random,0.5,5,1000x50,14,596433910,450634401,579896980,1000,50,25000,zscore_observed_only,True,True,20,0.03418831289242988,,
synthetic,MAR,random,0.5,5,1000x50,14,596433910,450634401,579896980,1000,50,25000,zscore_observed_only,True,True,21,0.03392291341141832,,
synthetic,MAR,random,0.5,5,1000x50,14,596433910,450634401,579896980,1000,50,25000,zscore_observed_only,True,True,22,0.03396390900222215,,
synthetic,MAR,random,0.5,5,1000x50,15,499817593,204525546,980452509,1000,50,25000,zscore_observed_only,True,True,1,0.8800266530343768,,
synthetic,MAR,random,0.5,5,1000x50,15,499817593,204525546,980452509,1000,50,25000,zscore_observed_only,True,True,2,0.7574951761593471,,
synthetic,MAR,random,0.5,5,1000x50,15,499817593,204525546,980452509,1000,50,25000,zscore_observed_only,True,True,3,0.6654633477617475,,
synthetic,MAR,random,0.5,5,1000x50,15,499817593,204525546,980452509,1000,50,25000,zscore_observed_only,True,True,4,0.5588545110821238,,
synthetic,MAR,random,0.5,5,1000x50,15,499817593,204525546,980452509,1000,50,25000,zscore_observed_only,True,True,5,0.4543306214678982,,
synthetic,MAR,random,0.5,5,1000x50,15,499817593,204525546,980452509,1000,50,25000,zscore_observed_only,True,True,6,0.34869103835955456,,
synthetic,MAR,random,0.5,5,1000x50,15,499817593,204525546,980452509,1000,50,25000,zscore_observed_only,True,True,7,0.22733093008475164,,
synthetic,MAR,random,0.5,5,1000x50,15,499817593,204525546,980452509,1000,50,25000,zscore_observed_only,True,True,8,0.04897462339132036,,
synthetic,MAR,random,0.5,5,1000x50,15,499817593,204525546,980452509,1000,50,25000,zscore_observed_only,True,True,9,0.04620150173019575,,
synthetic,MAR,random,0.5,5,1000x50,15,499817593,204525546,980452509,1000,50,25000,zscore_observed_only,True,True,10,0.044369180431217944,,
synthetic,MAR,random,0.5,5,1000x50,15,499817593,204525546,980452509,1000,50,25000,zscore_observed_only,True,True,11,0.04295123263393297,,
synthetic,MAR,random,0.5,5,1000x50,15,499817593,204525546,980452509,1000,50,25000,zscore_observed_only,True,True,12,0.04164961174468907,,
synthetic,MAR,random,0.5,5,1000x50,15,499817593,204525546,980452509,1000,50,25000,zscore_observed_only,True,True,13,0.040529207357605526,,
synthetic,MAR,random,0.5,5,1000x50,15,499817593,204525546,980452509,1000,50,25000,zscore_observed_only,True,True,14,0.03957526070906426,,
synthetic,MAR,random,0.5,5,1000x50,15,499817593,204525546,980452509,1000,50,25000,zscore_observed_only,True,True,15,0.038560039925214465,,
synthetic,MAR,random,0.5,5,1000x50,15,499817593,204525546,980452509,1000,50,25000,zscore_observed_only,True,True,16,0.03753244399619577,,
synthetic,MAR,random,0.5,5,1000x50,15,499817593,204525546,980452509,1000,50,25000,zscore_observed_only,True,True,17,0.036534183813064086,,
synthetic,MAR,random,0.5,5,1000x50,15,499817593,204525546,980452509,1000,50,25000,zscore_observed_only,True,True,18,0.03574184946500008,,
synthetic,MAR,random,0.5,5,1000x50,15,499817593,204525546,980452509,1000,50,25000,zscore_observed_only,True,True,19,0.03498774009813688,,
synthetic,MAR,random,0.5,5,1000x50,15,499817593,204525546,980452509,1000,50,25000,zscore_observed_only,True,True,20,0.034588568371484066,,
synthetic,MAR,random,0.5,5,1000x50,15,499817593,204525546,980452509,1000,50,25000,zscore_observed_only,True,True,21,0.03452170419663866,,
synthetic,MAR,random,0.5,5,1000x50,15,499817593,204525546,980452509,1000,50,25000,zscore_observed_only,True,True,22,0.034649665937511946,,
synthetic,MAR,random,0.5,5,1000x50,16,1227145819,319450673,995877562,1000,50,25000,zscore_observed_only,True,True,1,0.8764918278871133,,
synthetic,MAR,random,0.5,5,1000x50,16,1227145819,319450673,995877562,1000,50,25000,zscore_observed_only,True,True,2,0.7801410209970143,,
synthetic,MAR,random,0.5,5,1000x50,16,1227145819,319450673,995877562,1000,50,25000,zscore_observed_only,True,True,3,0.6736424042553378,,
synthetic,MAR,random,0.5,5,1000x50,16,1227145819,319450673,995877562,1000,50,25000,zscore_observed_only,True,True,4,0.5628515631922841,,
synthetic,MAR,random,0.5,5,1000x50,16,1227145819,319450673,995877562,1000,50,25000,zscore_observed_only,True,True,5,0.45078969302387156,,
synthetic,MAR,random,0.5,5,1000x50,16,1227145819,319450673,995877562,1000,50,25000,zscore_observed_only,True,True,6,0.333647897569756,,
synthetic,MAR,random,0.5,5,1000x50,16,1227145819,319450673,995877562,1000,50,25000,zscore_observed_only,True,True,7,0.2139400318466897,,
synthetic,MAR,random,0.5,5,1000x50,16,1227145819,319450673,995877562,1000,50,25000,zscore_observed_only,True,True,8,0.04902744939863461,,
synthetic,MAR,random,0.5,5,1000x50,16,1227145819,319450673,995877562,1000,50,25000,zscore_observed_only,True,True,9,0.04513175148020383,,
