method,rmse,mae,wall_time_sec,vbpca_mean_variance,mice_converged,mice_n_iter,mice_retry_used,dataset,mechanism,pattern,missing_rate,n_components,synthetic_shape,replicate_id,seed_data,seed_mask,seed_method,n_samples,n_features,n_holdout
vbpca_vb_modern,0.7959054277860529,0.5869700987043878,1.1388431470004434,0.16236500254754357,,,,wine,MCAR,random,0.3,5,1000x50,3,1400199792,398756272,1991748555,178,13,694
mean_pca,0.8876622559165697,0.7053434983339232,0.0010814090001076693,,,,,wine,MCAR,random,0.5,5,1000x50,0,1112793014,1001025361,1605012746,178,13,1157
mice_pca,0.873353493559488,0.6680793173823868,0.09350649600128236,,True,10.0,False,wine,MCAR,random,0.5,5,1000x50,0,1112793014,1001025361,1605012746,178,13,1157
vbpca_vb_modern,0.8348366540734153,0.6320058726721284,0.8541632760006905,0.23569518126242897,,,,wine,MCAR,random,0.5,5,1000x50,0,1112793014,1001025361,1605012746,178,13,1157
mean_pca,0.8952572066570277,0.7146604121744697,0.00108565099981206,,,,,wine,MCAR,random,0.5,5,1000x50,1,444764394,603847913,1981513751,178,13,1157
mice_pca,0.8590614811361511,0.6671296844421363,0.03888128099970345,,True,4.0,False,wine,MCAR,random,0.5,5,1000x50,1,444764394,603847913,1981513751,178,13,1157
vbpca_vb_modern,0.8264253245165828,0.6329823195055525,0.851331288999063,0.22474579251919807,,,,wine,MCAR,random,0.5,5,1000x50,1,444764394,603847913,1981513751,178,13,1157
mean_pca,0.8937712527391569,0.7095263549994847,0.001110801000322681,,,,,wine,MCAR,random,0.5,5,1000x50,2,1511520391,2031211604,1347625633,178,13,1157
mice_pca,0.8504449874560379,0.6523531095664771,0.04000771099890699,,True,4.0,False,wine,MCAR,random,0.5,5,1000x50,2,1511520391,2031211604,1347625633,178,13,1157
vbpca_vb_modern,0.8195684295260931,0.6335086997993364,0.8426995650006575,0.23722494116375048,,,,wine,MCAR,random,0.5,5,1000x50,2,1511520391,2031211604,1347625633,178,13,1157
mean_pca,0.877289053098101,0.7027218955576718,0.001094842000384233,,,,,wine,MCAR,random,0.5,5,1000x50,3,289707685,1622002779,1931959039,178,13,1157
mice_pca,0.8387241098089364,0.6448234343674999,0.05806071899860399,,True,6.0,False,wine,MCAR,random,0.5,5,1000x50,3,289707685,1622002779,1931959039,178,13,1157
vbpca_vb_modern,0.7993410638095806,0.6161004928288173,0.852716874998805,0.23433333918477667,,,,wine,MCAR,random,0.5,5,1000x50,3,289707685,1622002779,1931959039,178,13,1157
mean_pca,0.8537124161748033,0.6673661464567532,0.0011030939986085286,,,,,wine,MCAR,block,0.1,5,1000x50,0,267623987,627385558,1677746020,178,13,231
mice_pca,0.7272797728478608,0.5499793171957996,0.028686319999906118,,True,12.0,False,wine,MCAR,block,0.1,5,1000x50,0,267623987,627385558,1677746020,178,13,231
vbpca_vb_modern,0.7317336435663678,0.5557992847433182,1.3242964429991844,0.1242521727757736,,,,wine,MCAR,block,0.1,5,1000x50,0,267623987,627385558,1677746020,178,13,231
mean_pca,0.7634316642199618,0.5992432079093294,0.001142769999205484,,,,,wine,MCAR,block,0.1,5,1000x50,1,275254667,2086768352,253567760,178,13,231
mice_pca,0.6766955878520718,0.5235699104151319,0.02410130699900037,,True,9.0,False,wine,MCAR,block,0.1,5,1000x50,1,275254667,2086768352,253567760,178,13,231
vbpca_vb_modern,0.6732669971166432,0.5191928606076242,1.4754830059991946,0.12385150347204882,,,,wine,MCAR,block,0.1,5,1000x50,1,275254667,2086768352,253567760,178,13,231
mean_pca,0.8609816869087512,0.6704263506667378,0.0011573780011531198,,,,,wine,MCAR,block,0.1,5,1000x50,2,54823672,1630906621,10581151,178,13,231
mice_pca,1.0864089184840804,0.7388417201100301,0.08356835099948512,,True,19.0,True,wine,MCAR,block,0.1,5,1000x50,2,54823672,1630906621,10581151,178,13,231
vbpca_vb_modern,0.884258186513942,0.6589081712621335,1.9971055500009243,0.12413819212032871,,,,wine,MCAR,block,0.1,5,1000x50,2,54823672,1630906621,10581151,178,13,231
mean_pca,0.8757331140833814,0.656773033577266,0.001067676999809919,,,,,wine,MCAR,block,0.1,5,1000x50,3,189928853,1448687004,1638855889,178,13,231
mice_pca,0.7648564122782159,0.5510989753175362,0.019034606999412063,,True,8.0,False,wine,MCAR,block,0.1,5,1000x50,3,189928853,1448687004,1638855889,178,13,231
vbpca_vb_modern,0.7580140835536536,0.5552384221510056,1.3488936230005493,0.11901968073313862,,,,wine,MCAR,block,0.1,5,1000x50,3,189928853,1448687004,1638855889,178,13,231
mean_pca,1.280631999273032,1.0683288080935187,0.0011816619989986066,,,,,wine,MCAR,block,0.3,5,1000x50,0,1901574174,514576925,1747789931,178,13,531
mice_pca,1.2806319992730326,1.0683288080935192,0.0038044270004320424,,True,1.0,False,wine,MCAR,block,0.3,5,1000x50,0,1901574174,514576925,1747789931,178,13,531
vbpca_vb_modern,1.0373950648711756,0.8536312323533206,1.7878090679987508,32.76269208809358,,,,wine,MCAR,block,0.3,5,1000x50,0,1901574174,514576925,1747789931,178,13,531
mean_pca,1.1749792099035619,0.9047102990570484,0.0010682890006137313,,,,,wine,MCAR,block,0.3,5,1000x50,1,899331340,1661498686,307128183,178,13,531
mice_pca,1.1749792099035614,0.904710299057048,0.00341848999960348,,True,1.0,False,wine,MCAR,block,0.3,5,1000x50,1,899331340,1661498686,307128183,178,13,531
vbpca_vb_modern,0.9056706915518612,0.700143431832628,1.189308920998883,30.699095349829516,,,,wine,MCAR,block,0.3,5,1000x50,1,899331340,1661498686,307128183,178,13,531
mean_pca,1.5792749783758082,1.284280226775605,0.0010165949988731882,,,,,wine,MCAR,block,0.3,5,1000x50,2,1563019371,1401597715,877058794,178,13,531
mice_pca,1.579274978375807,1.2842802267756044,0.003386133999811136,,True,1.0,False,wine,MCAR,block,0.3,5,1000x50,2,1563019371,1401597715,877058794,178,13,531
vbpca_vb_modern,1.0144282482012583,0.8183932668433841,1.2197542089998024,32.99460447584723,,,,wine,MCAR,block,0.3,5,1000x50,2,1563019371,1401597715,877058794,178,13,531
mean_pca,1.3769169093969749,1.0859899386295753,0.001027026999508962,,,,,wine,MCAR,block,0.3,5,1000x50,3,983087791,374223661,845743809,178,13,531
mice_pca,1.3769169093969742,1.0859899386295746,0.0033675120012048865,,True,1.0,False,wine,MCAR,block,0.3,5,1000x50,3,983087791,374223661,845743809,178,13,531
vbpca_vb_modern,1.203685583777319,0.9601575772227827,1.1786750860010216,32.5414931891219,,,,wine,MCAR,block,0.3,5,1000x50,3,983087791,374223661,845743809,178,13,531
mean_pca,1.6749030087576642,1.4071070184998864,0.001099035000152071,,,,,wine,MCAR,block,0.5,5,1000x50,0,1310918199,1728022403,1282102172,178,13,531
mice_pca,1.674903008757667,1.4071070184998888,0.003543946000718279,,True,1.0,False,wine,MCAR,block,0.5,5,1000x50,0,1310918199,1728022403,1282102172,178,13,531
vbpca_vb_modern,1.163993714483326,0.9257100185222878,1.2304312330015819,31.33599931671039,,,,wine,MCAR,block,0.5,5,1000x50,0,1310918199,1728022403,1282102172,178,13,531
mean_pca,1.267594401500091,1.0797898597458455,0.0010319080010958714,,,,,wine,MCAR,block,0.5,5,1000x50,1,985727443,1543589132,1485131694,178,13,531
mice_pca,1.267594401500089,1.079789859745844,0.0033051989994419273,,True,1.0,False,wine,MCAR,block,0.5,5,1000x50,1,985727443,1543589132,1485131694,178,13,531
vbpca_vb_modern,1.0459040190780013,0.8794639441782708,1.1839180000006309,33.376943346720125,,,,wine,MCAR,block,0.5,5,1000x50,1,985727443,1543589132,1485131694,178,13,531
mean_pca,1.226392574570149,0.9644383361901342,0.001207608998811338,,,,,wine,MCAR,block,0.5,5,1000x50,2,2028697019,1679308754,152123679,178,13,531
mice_pca,1.2263925745701487,0.9644383361901337,0.003973736000261852,,True,1.0,False,wine,MCAR,block,0.5,5,1000x50,2,2028697019,1679308754,152123679,178,13,531
vbpca_vb_modern,0.9359586920935085,0.747922112064004,1.7816199589997268,32.59773004111267,,,,wine,MCAR,block,0.5,5,1000x50,2,2028697019,1679308754,152123679,178,13,531
mean_pca,1.521305178990344,1.2390413287528725,0.0010320060009689769,,,,,wine,MCAR,block,0.5,5,1000x50,3,1320447446,1527257156,2064571224,178,13,531
mice_pca,1.5213051789903445,1.2390413287528728,0.0034087999993062112,,True,1.0,False,wine,MCAR,block,0.5,5,1000x50,3,1320447446,1527257156,2064571224,178,13,531
vbpca_vb_modern,1.1542016216690563,0.9508968649490179,1.1643757890014967,33.71752488644902,,,,wine,MCAR,block,0.5,5,1000x50,3,1320447446,1527257156,2064571224,178,13,531
mean_pca,0.7602917307011039,0.6223427754985896,0.0011025090007024119,,,,,wine,MAR,random,0.1,5,1000x50,0,1632884142,1183001597,92972379,178,13,231
mice_pca,0.6865262116413521,0.531645760321917,0.06748631100163038,,True,7.0,False,wine,MAR,random,0.1,5,1000x50,0,1632884142,1183001597,92972379,178,13,231
vbpca_vb_modern,0.6826286901265332,0.534960704666264,1.3425619839999854,0.12614661940688987,,,,wine,MAR,random,0.1,5,1000x50,0,1632884142,1183001597,92972379,178,13,231
mean_pca,0.7684989028248024,0.5806993920412994,0.00105934199928015,,,,,wine,MAR,random,0.1,5,1000x50,1,470325820,1635918725,1163678100,178,13,231
mice_pca,0.7340439889003995,0.5337102934517346,0.07836371499979577,,True,8.0,False,wine,MAR,random,0.1,5,1000x50,1,470325820,1635918725,1163678100,178,13,231
vbpca_vb_modern,0.7241849544656449,0.5223474518748573,1.3894818120006676,0.12651321327214884,,,,wine,MAR,random,0.1,5,1000x50,1,470325820,1635918725,1163678100,178,13,231
mean_pca,0.751186221123134,0.5952775274612988,0.0011169989993504714,,,,,wine,MAR,random,0.1,5,1000x50,2,1475596901,525182116,1701887883,178,13,231
mice_pca,0.7165150201396797,0.5373069759543287,0.27227889800087723,,True,17.0,True,wine,MAR,random,0.1,5,1000x50,2,1475596901,525182116,1701887883,178,13,231
vbpca_vb_modern,0.710341894411679,0.5339596869472357,1.3492370920012036,0.12554372582316414,,,,wine,MAR,random,0.1,5,1000x50,2,1475596901,525182116,1701887883,178,13,231
mean_pca,0.8039870097713637,0.6172831305878321,0.0010159739995287964,,,,,wine,MAR,random,0.1,5,1000x50,3,178943406,2087956266,1624275222,178,13,231
mice_pca,0.8154892544644229,0.6175281210011229,0.23968652800067503,,True,13.0,True,wine,MAR,random,0.1,5,1000x50,3,178943406,2087956266,1624275222,178,13,231
vbpca_vb_modern,0.7636179080024367,0.5789281119349211,1.3253639949998615,0.1228809650485854,,,,wine,MAR,random,0.1,5,1000x50,3,178943406,2087956266,1624275222,178,13,231
mean_pca,0.8437653384623446,0.6474589547153086,0.001184538999950746,,,,,wine,MAR,random,0.3,5,1000x50,0,1469865812,568004159,1714740666,178,13,694
mice_pca,0.8588837299583474,0.6334706831562722,0.49590469900067546,,False,36.0,True,wine,MAR,random,0.3,5,1000x50,0,1469865812,568004159,1714740666,178,13,694
vbpca_vb_modern,0.8039684266935968,0.5930812160425245,1.2059399640002084,0.1647237983214691,,,,wine,MAR,random,0.3,5,1000x50,0,1469865812,568004159,1714740666,178,13,694
mean_pca,0.8628329125333632,0.6843796735651223,0.0010463660000823438,,,,,wine,MAR,random,0.3,5,1000x50,1,673537709,1818902232,2122450125,178,13,694
mice_pca,0.8875923078593937,0.6762267363296796,0.46046923299945774,,False,36.0,True,wine,MAR,random,0.3,5,1000x50,1,673537709,1818902232,2122450125,178,13,694
vbpca_vb_modern,0.7711349270659826,0.5945804730335751,1.0922083400000702,0.16849467854792843,,,,wine,MAR,random,0.3,5,1000x50,1,673537709,1818902232,2122450125,178,13,694
mean_pca,0.8416777083800885,0.6484961962451822,0.0010650130006979452,,,,,wine,MAR,random,0.3,5,1000x50,2,1842533759,860191392,1943072351,178,13,694
mice_pca,0.9065548300617002,0.6821092853772431,0.4625619039998128,,False,36.0,True,wine,MAR,random,0.3,5,1000x50,2,1842533759,860191392,1943072351,178,13,694
vbpca_vb_modern,0.7901168518521852,0.5961276106419149,1.1473748730004445,0.16666306056745778,,,,wine,MAR,random,0.3,5,1000x50,2,1842533759,860191392,1943072351,178,13,694
mean_pca,0.8178863946183871,0.6577267500817322,0.0012860720016760752,,,,,wine,MAR,random,0.3,5,1000x50,3,947710508,1765122707,1976970717,178,13,694
mice_pca,0.8823416313379305,0.6868281768535274,0.536000038999191,,False,36.0,True,wine,MAR,random,0.3,5,1000x50,3,947710508,1765122707,1976970717,178,13,694
vbpca_vb_modern,0.7790079740753821,0.6046194187060467,1.6713277779999771,0.16761335058700635,,,,wine,MAR,random,0.3,5,1000x50,3,947710508,1765122707,1976970717,178,13,694
mean_pca,0.9639541915363122,0.7665365291744484,0.0011896010000782553,,,,,wine,MAR,random,0.5,5,1000x50,0,824573082,1696654627,2111543629,178,13,1157
mice_pca,0.9220046739640413,0.7082693743663979,0.09337124800003949,,True,8.0,False,wine,MAR,random,0.5,5,1000x50,0,824573082,1696654627,2111543629,178,13,1157
vbpca_vb_modern,0.8847720444690833,0.6718117498368508,1.2970333939992997,0.22987759767743338,,,,wine,MAR,random,0.5,5,1000x50,0,824573082,1696654627,2111543629,178,13,1157
mean_pca,0.9557971707517823,0.7625995650964582,0.0010490929998923093,,,,,wine,MAR,random,0.5,5,1000x50,1,1845723727,436832776,1005788384,178,13,1154
mice_pca,0.9129445968011847,0.6988293843110394,0.30921270699946035,,True,20.0,True,wine,MAR,random,0.5,5,1000x50,1,1845723727,436832776,1005788384,178,13,1154
vbpca_vb_modern,0.8495472831894273,0.6414379776459886,0.8669343450001179,0.24489712493895802,,,,wine,MAR,random,0.5,5,1000x50,1,1845723727,436832776,1005788384,178,13,1154
mean_pca,0.9248376011534192,0.7451160159094151,0.0011878410005010664,,,,,wine,MAR,random,0.5,5,1000x50,2,955632153,456347949,471562565,178,13,1156
mice_pca,0.9095167255373395,0.6966721765219438,0.060359909000908374,,True,5.0,False,wine,MAR,random,0.5,5,1000x50,2,955632153,456347949,471562565,178,13,1156
vbpca_vb_modern,0.8387288845015815,0.6383050563543454,1.3084210010001698,0.26696732996710165,,,,wine,MAR,random,0.5,5,1000x50,2,955632153,456347949,471562565,178,13,1156
mean_pca,0.9402683997778863,0.754788471961063,0.0010613930007821182,,,,,wine,MAR,random,0.5,5,1000x50,3,140958284,1491136694,171399300,178,13,1157
mice_pca,0.8816446232928804,0.6763218248591474,0.1439056220006023,,True,12.0,False,wine,MAR,random,0.5,5,1000x50,3,140958284,1491136694,171399300,178,13,1157
vbpca_vb_modern,0.838964689381677,0.6447022581586235,1.3263149969989172,0.2465552200706615,,,,wine,MAR,random,0.5,5,1000x50,3,140958284,1491136694,171399300,178,13,1157
mean_pca,0.7862964838468094,0.6283912431942846,0.0011085219994129147,,,,,wine,MAR,block,0.1,5,1000x50,0,270809134,294182824,1116254999,178,13,231
mice_pca,0.6237398710505293,0.45266814410206474,0.026706431999627966,,True,11.0,False,wine,MAR,block,0.1,5,1000x50,0,270809134,294182824,1116254999,178,13,231
vbpca_vb_modern,0.6046107064629478,0.4427428054316884,1.3598917800009076,0.12973869200244623,,,,wine,MAR,block,0.1,5,1000x50,0,270809134,294182824,1116254999,178,13,231
mean_pca,0.7510224524719462,0.6159942721748006,0.001107915000829962,,,,,wine,MAR,block,0.1,5,1000x50,1,578422409,976145035,1669397845,178,13,231
mice_pca,0.6521003263477343,0.5289278987470553,0.05933600000025763,,True,13.0,True,wine,MAR,block,0.1,5,1000x50,1,578422409,976145035,1669397845,178,13,231
vbpca_vb_modern,0.6214166522623841,0.5075077038087389,1.4037934530006169,0.12447787643427673,,,,wine,MAR,block,0.1,5,1000x50,1,578422409,976145035,1669397845,178,13,231
mean_pca,0.8525373710399269,0.6844085895591838,0.0010853899984795135,,,,,wine,MAR,block,0.1,5,1000x50,2,773684910,492903350,166173225,178,13,231
mice_pca,0.7588240427219309,0.5665284654269199,0.01484399599939934,,True,6.0,False,wine,MAR,block,0.1,5,1000x50,2,773684910,492903350,166173225,178,13,231
vbpca_vb_modern,0.7118144816914515,0.5409779172047995,1.3399267589993542,0.13096789960109573,,,,wine,MAR,block,0.1,5,1000x50,2,773684910,492903350,166173225,178,13,231
mean_pca,0.7861606148458706,0.6362949762202409,0.0010686219993658597,,,,,wine,MAR,block,0.1,5,1000x50,3,905794818,1754748658,983840716,178,13,231
mice_pca,0.6760219151896225,0.5262873445367346,0.01719123000111722,,True,7.0,False,wine,MAR,block,0.1,5,1000x50,3,905794818,1754748658,983840716,178,13,231
vbpca_vb_modern,0.6527610879733,0.5116156846395634,1.359558805001143,0.12433954586464521,,,,wine,MAR,block,0.1,5,1000x50,3,905794818,1754748658,983840716,178,13,231
mean_pca,1.6397660382588513,1.3378536755136377,0.0011641269993560854,,,,,wine,MAR,block,0.3,5,1000x50,0,574687964,665045603,36562651,178,13,531
mice_pca,1.6397660382588517,1.3378536755136379,0.0037529069995798636,,True,1.0,False,wine,MAR,block,0.3,5,1000x50,0,574687964,665045603,36562651,178,13,531
vbpca_vb_modern,1.4564366892777987,1.0777684738206,1.2842261570003757,32.46908401460718,,,,wine,MAR,block,0.3,5,1000x50,0,574687964,665045603,36562651,178,13,531
mean_pca,1.2468739129463808,0.9588664157094805,0.0011063290003221482,,,,,wine,MAR,block,0.3,5,1000x50,1,380128018,222010618,575591732,178,13,531
mice_pca,1.2468739129463793,0.9588664157094793,0.0034364080001978436,,True,1.0,False,wine,MAR,block,0.3,5,1000x50,1,380128018,222010618,575591732,178,13,531
vbpca_vb_modern,1.0054467905469338,0.801366799334447,1.1754345980007201,30.63044438781077,,,,wine,MAR,block,0.3,5,1000x50,1,380128018,222010618,575591732,178,13,531
mean_pca,1.427177308660899,1.0857103079639592,0.0010892570007854374,,,,,wine,MAR,block,0.3,5,1000x50,2,2023844122,1830417094,1622669901,178,13,531
mice_pca,1.4271773086609,1.0857103079639607,0.0035049029993388103,,True,1.0,False,wine,MAR,block,0.3,5,1000x50,2,2023844122,1830417094,1622669901,178,13,531
vbpca_vb_modern,1.0723297509395397,0.8232946260165113,1.2123659210010373,30.34602120633879,,,,wine,MAR,block,0.3,5,1000x50,2,2023844122,1830417094,1622669901,178,13,531
mean_pca,1.0591171735626788,0.8423408791467905,0.001060404001691495,,,,,wine,MAR,block,0.3,5,1000x50,3,2134753953,662820945,796016880,178,13,531
mice_pca,1.059117173562679,0.8423408791467907,0.003432665000218549,,True,1.0,False,wine,MAR,block,0.3,5,1000x50,3,2134753953,662820945,796016880,178,13,531
vbpca_vb_modern,0.9458828782634027,0.7639538941626727,1.1687552859984862,31.984620422563683,,,,wine,MAR,block,0.3,5,1000x50,3,2134753953,662820945,796016880,178,13,531
mean_pca,1.6918638481475181,1.4413079568891602,0.0011648759991658153,,,,,wine,MAR,block,0.5,5,1000x50,0,81152548,991602525,1107271431,178,13,531
mice_pca,1.691863848147518,1.4413079568891598,0.0037684779999835882,,True,1.0,False,wine,MAR,block,0.5,5,1000x50,0,81152548,991602525,1107271431,178,13,531
vbpca_vb_modern,1.016491068832531,0.7773232266176734,1.3969143519989302,31.67415943064668,,,,wine,MAR,block,0.5,5,1000x50,0,81152548,991602525,1107271431,178,13,531
mean_pca,1.1513648333353474,0.9306744949378802,0.0010676909987523686,,,,,wine,MAR,block,0.5,5,1000x50,1,719382440,1433596147,784773642,178,13,531
mice_pca,1.151364833335348,0.9306744949378806,0.003754571000172291,,True,1.0,False,wine,MAR,block,0.5,5,1000x50,1,719382440,1433596147,784773642,178,13,531
vbpca_vb_modern,0.8861972310794989,0.6825749127850347,1.1744847379995917,30.306283549788173,,,,wine,MAR,block,0.5,5,1000x50,1,719382440,1433596147,784773642,178,13,531
mean_pca,1.2369102665877092,0.9569164404385145,0.001106547000745195,,,,,wine,MAR,block,0.5,5,1000x50,2,960912491,1475693841,1489786235,178,13,531
mice_pca,1.2369102665877079,0.9569164404385131,0.0037597190002998104,,True,1.0,False,wine,MAR,block,0.5,5,1000x50,2,960912491,1475693841,1489786235,178,13,531
vbpca_vb_modern,1.0743018645922473,0.8619394377447653,1.1262150000002293,32.057608141447936,,,,wine,MAR,block,0.5,5,1000x50,2,960912491,1475693841,1489786235,178,13,531
mean_pca,1.3804305594496926,1.077214171130891,0.0010242860007565469,,,,,wine,MAR,block,0.5,5,1000x50,3,1579101234,1482385424,680833038,178,13,531
mice_pca,1.3804305594496942,1.0772141711308922,0.0033613060004427098,,True,1.0,False,wine,MAR,block,0.5,5,1000x50,3,1579101234,1482385424,680833038,178,13,531
vbpca_vb_modern,0.893196336794146,0.6942132545754378,1.0399708850000025,32.405953191380696,,,,wine,MAR,block,0.5,5,1000x50,3,1579101234,1482385424,680833038,178,13,531
