method,rmse,mae,wall_time_sec,vbpca_mean_variance,mice_converged,mice_n_iter,mice_retry_used,dataset,mechanism,pattern,missing_rate,n_components,synthetic_shape,replicate_id,seed_data,seed_mask,seed_method,n_samples,n_features,n_holdout
vbpca_vb_modern,0.681532926195113,0.5318837695324933,2.635545605000516,0.14527843818708883,,,,diabetes,MCAR,random,0.1,5,1000x50,2,1960719644,1048796290,814917965,442,10,442
mean_pca,0.7919198451806224,0.617569284083701,0.0010435359999974025,,,,,diabetes,MCAR,random,0.1,5,1000x50,3,1310276040,248246865,1597468218,442,10,442
mice_pca,0.7123855152650053,0.510019796977913,0.3593149779990199,,False,36.0,True,diabetes,MCAR,random,0.1,5,1000x50,3,1310276040,248246865,1597468218,442,10,442
vbpca_vb_modern,0.7494014263782681,0.5654045745986823,2.7315705429991795,0.14347324617140042,,,,diabetes,MCAR,random,0.1,5,1000x50,3,1310276040,248246865,1597468218,442,10,442
mean_pca,0.8839232555336842,0.6961074945860111,0.0010714620002545416,,,,,diabetes,MCAR,random,0.3,5,1000x50,0,202485893,923053584,433131173,442,10,1326
mice_pca,0.7927351492553997,0.58756545981733,0.3609623680004006,,False,36.0,True,diabetes,MCAR,random,0.3,5,1000x50,0,202485893,923053584,433131173,442,10,1326
vbpca_vb_modern,0.7861018455334091,0.6076159996922907,2.160781593000138,0.1909607066350565,,,,diabetes,MCAR,random,0.3,5,1000x50,0,202485893,923053584,433131173,442,10,1326
mean_pca,0.8452622477456553,0.6787274023876951,0.0010514410005271202,,,,,diabetes,MCAR,random,0.3,5,1000x50,1,650262628,1011214180,12648749,442,10,1326
mice_pca,0.7788650240948445,0.5772955747063084,0.362349887000164,,False,36.0,True,diabetes,MCAR,random,0.3,5,1000x50,1,650262628,1011214180,12648749,442,10,1326
vbpca_vb_modern,0.7938881730167354,0.6192559461159755,2.164373732999593,0.18842886974596185,,,,diabetes,MCAR,random,0.3,5,1000x50,1,650262628,1011214180,12648749,442,10,1326
mean_pca,0.8388669325809159,0.6706421404547187,0.0010808410006575286,,,,,diabetes,MCAR,random,0.3,5,1000x50,2,1908354161,1624526217,2058055077,442,10,1326
mice_pca,0.8114812225908921,0.5981921030336168,0.3597414790001494,,False,36.0,True,diabetes,MCAR,random,0.3,5,1000x50,2,1908354161,1624526217,2058055077,442,10,1326
vbpca_vb_modern,0.7911204148683395,0.6092586257676125,2.2454992669991043,0.18661813800623692,,,,diabetes,MCAR,random,0.3,5,1000x50,2,1908354161,1624526217,2058055077,442,10,1326
mean_pca,0.8538149063889531,0.6793462427446181,0.0010441180002089823,,,,,diabetes,MCAR,random,0.3,5,1000x50,3,166593126,378496905,1052241298,442,10,1326
mice_pca,0.7938308917538315,0.5836208938780687,0.3503848279997328,,False,36.0,True,diabetes,MCAR,random,0.3,5,1000x50,3,166593126,378496905,1052241298,442,10,1326
vbpca_vb_modern,0.7934676366459125,0.6102614558290128,2.1894009849984286,0.1946526688549252,,,,diabetes,MCAR,random,0.3,5,1000x50,3,166593126,378496905,1052241298,442,10,1326
mean_pca,0.9024511490542908,0.7313721583801408,0.00123992599947087,,,,,diabetes,MCAR,random,0.5,5,1000x50,0,1836830550,653610477,643126122,442,10,2210
mice_pca,0.8614536563551672,0.6700923548168058,0.041556505999324145,,True,5.0,False,diabetes,MCAR,random,0.5,5,1000x50,0,1836830550,653610477,643126122,442,10,2210
vbpca_vb_modern,0.8203552096501422,0.6431007517440935,1.8844349020000664,0.26018463382928153,,,,diabetes,MCAR,random,0.5,5,1000x50,0,1836830550,653610477,643126122,442,10,2210
mean_pca,0.9079096860208449,0.736249998658417,0.001129291998950066,,,,,diabetes,MCAR,random,0.5,5,1000x50,1,1805651843,3247489,2041131371,442,10,2210
mice_pca,0.8817162805446441,0.6844668758645943,0.08104435899986129,,True,11.0,False,diabetes,MCAR,random,0.5,5,1000x50,1,1805651843,3247489,2041131371,442,10,2210
vbpca_vb_modern,0.8365281828815508,0.6700409531168586,1.7340282940003817,0.2529194459523683,,,,diabetes,MCAR,random,0.5,5,1000x50,1,1805651843,3247489,2041131371,442,10,2210
mean_pca,0.8920856394702729,0.7211010257750999,0.0011569140006031375,,,,,diabetes,MCAR,random,0.5,5,1000x50,2,407920293,684777943,696117697,442,10,2210
mice_pca,0.9087098199940341,0.6752680411035142,0.34469959499983815,,False,36.0,True,diabetes,MCAR,random,0.5,5,1000x50,2,407920293,684777943,696117697,442,10,2210
vbpca_vb_modern,0.8197082237929513,0.6408342417012906,1.7559300449993316,0.25704004579518447,,,,diabetes,MCAR,random,0.5,5,1000x50,2,407920293,684777943,696117697,442,10,2210
mean_pca,0.907997442527108,0.7372022731097052,0.0010585500003799098,,,,,diabetes,MCAR,random,0.5,5,1000x50,3,1927942719,1763833526,724838116,442,10,2210
mice_pca,0.878158988509964,0.6785238731713773,0.04138290599985339,,True,5.0,False,diabetes,MCAR,random,0.5,5,1000x50,3,1927942719,1763833526,724838116,442,10,2210
vbpca_vb_modern,0.8443969469436166,0.6637901231995976,1.8392358720011543,0.2622465857633266,,,,diabetes,MCAR,random,0.5,5,1000x50,3,1927942719,1763833526,724838116,442,10,2210
mean_pca,0.8776616065244899,0.7029535272400992,0.0010412060000817291,,,,,diabetes,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,442,10,442
mice_pca,0.8410687989280791,0.6602530306141104,0.01394897800128092,,True,8.0,False,diabetes,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,442,10,442
vbpca_vb_modern,0.8810983375179084,0.6903685069209486,2.6731952560003265,0.12975558228303088,,,,diabetes,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,442,10,442
mean_pca,0.8285581710751029,0.6509629235681358,0.0010957880003843457,,,,,diabetes,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,442,10,442
mice_pca,0.6729605547644206,0.4861801920035671,0.007766970999000478,,True,4.0,False,diabetes,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,442,10,442
vbpca_vb_modern,0.7610280758688233,0.5819219617261383,2.7632808849994035,0.1365253263369872,,,,diabetes,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,442,10,442
mean_pca,0.8748319740736886,0.6969642909352068,0.001046303999828524,,,,,diabetes,MCAR,block,0.1,5,1000x50,2,1596526395,491136928,1207633723,442,10,442
mice_pca,0.722836565887223,0.5408691868173608,0.0060664930006169016,,True,3.0,False,diabetes,MCAR,block,0.1,5,1000x50,2,1596526395,491136928,1207633723,442,10,442
vbpca_vb_modern,0.8388034363783844,0.6534314556340164,2.677250010001444,0.14067930646835425,,,,diabetes,MCAR,block,0.1,5,1000x50,2,1596526395,491136928,1207633723,442,10,442
mean_pca,0.893644659722735,0.7792029605409102,0.001038217998939217,,,,,diabetes,MCAR,block,0.1,5,1000x50,3,295653661,124095016,911330081,442,10,442
mice_pca,0.8945109007024131,0.7280420153160554,0.011111406000054558,,True,6.0,False,diabetes,MCAR,block,0.1,5,1000x50,3,295653661,124095016,911330081,442,10,442
vbpca_vb_modern,0.9271119129821396,0.7337021392439592,2.680589999001313,0.13614629562311803,,,,diabetes,MCAR,block,0.1,5,1000x50,3,295653661,124095016,911330081,442,10,442
mean_pca,1.101296761693615,0.867860624402752,0.0011023639999621082,,,,,diabetes,MCAR,block,0.3,5,1000x50,0,632529546,325426993,1129929776,442,10,882
mice_pca,1.1012967616936145,0.8678606244027517,0.003208283000276424,,True,1.0,False,diabetes,MCAR,block,0.3,5,1000x50,0,632529546,325426993,1129929776,442,10,882
vbpca_vb_modern,1.074313703456263,0.8623460426487901,2.66244989200095,24.856435902342387,,,,diabetes,MCAR,block,0.3,5,1000x50,0,632529546,325426993,1129929776,442,10,882
mean_pca,1.2421664104000707,1.0249609736395184,0.001044300999637926,,,,,diabetes,MCAR,block,0.3,5,1000x50,1,1875339376,533930745,384671782,442,10,882
mice_pca,1.2421664104000705,1.024960973639518,0.0028961570005776593,,True,1.0,False,diabetes,MCAR,block,0.3,5,1000x50,1,1875339376,533930745,384671782,442,10,882
vbpca_vb_modern,0.9732975993694303,0.7779099251081414,2.43707457399978,27.69114524444705,,,,diabetes,MCAR,block,0.3,5,1000x50,1,1875339376,533930745,384671782,442,10,882
mean_pca,1.9628485633132418,1.7169690206337367,0.0010920610002358444,,,,,diabetes,MCAR,block,0.3,5,1000x50,2,1864729514,65057289,1261974513,442,10,882
mice_pca,1.9628485633132462,1.716969020633741,0.002881954000258702,,True,1.0,False,diabetes,MCAR,block,0.3,5,1000x50,2,1864729514,65057289,1261974513,442,10,882
vbpca_vb_modern,0.7862621069494301,0.614778528953618,2.3924959690011747,25.12349691963762,,,,diabetes,MCAR,block,0.3,5,1000x50,2,1864729514,65057289,1261974513,442,10,882
mean_pca,1.2627478864044792,0.9261838518089173,0.001055265000104555,,,,,diabetes,MCAR,block,0.3,5,1000x50,3,1200979535,1003335513,920854416,442,10,882
mice_pca,1.2627478864044772,0.9261838518089152,0.003031697000551503,,True,1.0,False,diabetes,MCAR,block,0.3,5,1000x50,3,1200979535,1003335513,920854416,442,10,882
vbpca_vb_modern,1.1454367463840416,0.9134899871186405,2.501357448998533,26.079806865960848,,,,diabetes,MCAR,block,0.3,5,1000x50,3,1200979535,1003335513,920854416,442,10,882
mean_pca,1.5374285888959474,1.2045086513924657,0.0010334019989386434,,,,,diabetes,MCAR,block,0.5,5,1000x50,0,58737176,1843823922,145440466,442,10,882
mice_pca,1.5374285888959476,1.204508651392464,0.0027932630000577774,,True,1.0,False,diabetes,MCAR,block,0.5,5,1000x50,0,58737176,1843823922,145440466,442,10,882
vbpca_vb_modern,0.8869836387308254,0.7443439413883567,2.41229238500091,26.31040571466357,,,,diabetes,MCAR,block,0.5,5,1000x50,0,58737176,1843823922,145440466,442,10,882
mean_pca,1.0603323479931832,0.8270549446045751,0.0009603239996067714,,,,,diabetes,MCAR,block,0.5,5,1000x50,1,345382748,1890704726,773853676,442,10,882
mice_pca,1.0603323479931843,0.8270549446045756,0.00280267800008005,,True,1.0,False,diabetes,MCAR,block,0.5,5,1000x50,1,345382748,1890704726,773853676,442,10,882
vbpca_vb_modern,1.0217974273851902,0.8223709349663509,2.4143665169995074,26.46033499303569,,,,diabetes,MCAR,block,0.5,5,1000x50,1,345382748,1890704726,773853676,442,10,882
mean_pca,1.4429385939744444,1.1610760298672267,0.0010234109995508334,,,,,diabetes,MCAR,block,0.5,5,1000x50,2,985606383,1375484614,1210021372,442,10,882
mice_pca,1.442938593974448,1.1610760298672294,0.002895593001085217,,True,1.0,False,diabetes,MCAR,block,0.5,5,1000x50,2,985606383,1375484614,1210021372,442,10,882
vbpca_vb_modern,0.9162502261067107,0.7126254664596721,2.5221266930002457,25.661458428325428,,,,diabetes,MCAR,block,0.5,5,1000x50,2,985606383,1375484614,1210021372,442,10,882
mean_pca,1.4204386411461005,1.1231486213966342,0.0010692699997889576,,,,,diabetes,MCAR,block,0.5,5,1000x50,3,1999477677,2013875707,562213413,442,10,882
mice_pca,1.420438641146092,1.1231486213966269,0.0027490749998833053,,True,1.0,False,diabetes,MCAR,block,0.5,5,1000x50,3,1999477677,2013875707,562213413,442,10,882
vbpca_vb_modern,0.9578748365866357,0.757524629885848,2.434419616998639,25.541027894644568,,,,diabetes,MCAR,block,0.5,5,1000x50,3,1999477677,2013875707,562213413,442,10,882
mean_pca,0.8046730495288706,0.6422425462834875,0.0010207610012002988,,,,,diabetes,MAR,random,0.1,5,1000x50,0,1639636746,1477680090,533305768,442,10,442
mice_pca,0.7250954621648755,0.534333428795364,0.3574102610000409,,False,36.0,True,diabetes,MAR,random,0.1,5,1000x50,0,1639636746,1477680090,533305768,442,10,442
vbpca_vb_modern,0.7641405197563618,0.5956608130736288,2.67168346499966,0.1423150953109507,,,,diabetes,MAR,random,0.1,5,1000x50,0,1639636746,1477680090,533305768,442,10,442
mean_pca,0.8216548783883636,0.6485741910185086,0.0010913460009760456,,,,,diabetes,MAR,random,0.1,5,1000x50,1,320088133,1750783089,1589470701,442,10,442
mice_pca,0.7664101547320405,0.5496019672073365,0.3863978629997291,,False,36.0,True,diabetes,MAR,random,0.1,5,1000x50,1,320088133,1750783089,1589470701,442,10,442
vbpca_vb_modern,0.7863886790044814,0.5996781551050071,2.9156050680012413,0.1412676852924506,,,,diabetes,MAR,random,0.1,5,1000x50,1,320088133,1750783089,1589470701,442,10,442
mean_pca,0.7906724588373175,0.6076371115117223,0.0010811060001287842,,,,,diabetes,MAR,random,0.1,5,1000x50,2,804814962,629602010,1481763411,442,10,442
mice_pca,0.7013548219309251,0.5121768103597417,0.3626299139996263,,False,36.0,True,diabetes,MAR,random,0.1,5,1000x50,2,804814962,629602010,1481763411,442,10,442
vbpca_vb_modern,0.735931862004771,0.562179635567299,2.6493777870000486,0.1444017389147317,,,,diabetes,MAR,random,0.1,5,1000x50,2,804814962,629602010,1481763411,442,10,442
mean_pca,0.7736481408159828,0.6152916573019611,0.0009677340003690915,,,,,diabetes,MAR,random,0.1,5,1000x50,3,523438625,995607112,493537779,442,10,442
mice_pca,0.7004691551767819,0.5189267669324684,0.38682051800060435,,True,35.0,True,diabetes,MAR,random,0.1,5,1000x50,3,523438625,995607112,493537779,442,10,442
vbpca_vb_modern,0.738637535883663,0.5688781269156409,2.7345766050002567,0.1436277506097392,,,,diabetes,MAR,random,0.1,5,1000x50,3,523438625,995607112,493537779,442,10,442
mean_pca,0.8514669297490187,0.6821731261978092,0.0010918810003204271,,,,,diabetes,MAR,random,0.3,5,1000x50,0,1329263822,795967315,1430111878,442,10,1326
mice_pca,0.7889882189323054,0.5708406141545278,0.36798529099905863,,False,36.0,True,diabetes,MAR,random,0.3,5,1000x50,0,1329263822,795967315,1430111878,442,10,1326
vbpca_vb_modern,0.7676981933404763,0.5872922474076528,2.152289400999507,0.19644604004241717,,,,diabetes,MAR,random,0.3,5,1000x50,0,1329263822,795967315,1430111878,442,10,1326
mean_pca,0.8490379182855569,0.6778687876291213,0.001085308000256191,,,,,diabetes,MAR,random,0.3,5,1000x50,1,705566677,1343731451,1315637971,442,10,1326
mice_pca,0.791308992281296,0.5778167597943313,0.35235319399907894,,False,36.0,True,diabetes,MAR,random,0.3,5,1000x50,1,705566677,1343731451,1315637971,442,10,1326
vbpca_vb_modern,0.7898887467408218,0.6163050017612703,2.162078276000102,0.19227219828590777,,,,diabetes,MAR,random,0.3,5,1000x50,1,705566677,1343731451,1315637971,442,10,1326
mean_pca,0.8983926436376333,0.7105669411371026,0.0010929620002571028,,,,,diabetes,MAR,random,0.3,5,1000x50,2,967718354,1169767413,383004705,442,10,1326
mice_pca,0.8375125363125191,0.6180967363413733,0.3770881519994873,,False,36.0,True,diabetes,MAR,random,0.3,5,1000x50,2,967718354,1169767413,383004705,442,10,1326
vbpca_vb_modern,0.8376018594683806,0.6495452609538438,2.2522824890002084,0.18380202918120578,,,,diabetes,MAR,random,0.3,5,1000x50,2,967718354,1169767413,383004705,442,10,1326
mean_pca,0.8609884593988661,0.6845901308527974,0.0011041710004064953,,,,,diabetes,MAR,random,0.3,5,1000x50,3,1609846308,1545956749,633409504,442,10,1326
mice_pca,0.7892093804536415,0.5788639910948796,0.37334437199933745,,False,36.0,True,diabetes,MAR,random,0.3,5,1000x50,3,1609846308,1545956749,633409504,442,10,1326
vbpca_vb_modern,0.7950775362712439,0.6174321200067695,2.1743708310004877,0.19084952307578532,,,,diabetes,MAR,random,0.3,5,1000x50,3,1609846308,1545956749,633409504,442,10,1326
mean_pca,0.9527269680781295,0.7600476102555,0.0011417859986977419,,,,,diabetes,MAR,random,0.5,5,1000x50,0,905428137,2062773423,273411540,442,10,2207
mice_pca,0.9126344032631368,0.6986613378666692,0.3416772700002184,,False,36.0,True,diabetes,MAR,random,0.5,5,1000x50,0,905428137,2062773423,273411540,442,10,2207
vbpca_vb_modern,0.8891576062840785,0.6946022976177182,1.7333647060004296,0.2572830787221348,,,,diabetes,MAR,random,0.5,5,1000x50,0,905428137,2062773423,273411540,442,10,2207
mean_pca,0.9520407527932362,0.7615041097788235,0.001202671001010458,,,,,diabetes,MAR,random,0.5,5,1000x50,1,1167120336,1141448459,1459052247,442,10,2204
mice_pca,0.9271883947862302,0.7112246092570202,0.3891251290006039,,False,36.0,True,diabetes,MAR,random,0.5,5,1000x50,1,1167120336,1141448459,1459052247,442,10,2204
vbpca_vb_modern,0.8543495078817014,0.6729423448879577,1.897611467000388,0.2723340723617821,,,,diabetes,MAR,random,0.5,5,1000x50,1,1167120336,1141448459,1459052247,442,10,2204
mean_pca,0.9189893922342209,0.7387059416043411,0.0011261710005783243,,,,,diabetes,MAR,random,0.5,5,1000x50,2,956965953,1478025480,239186886,442,10,2209
mice_pca,0.927961763979776,0.7023584569319573,0.3604561480005941,,False,36.0,True,diabetes,MAR,random,0.5,5,1000x50,2,956965953,1478025480,239186886,442,10,2209
vbpca_vb_modern,0.8608010101645278,0.6742663978115374,1.7410668180000357,0.2654421024027675,,,,diabetes,MAR,random,0.5,5,1000x50,2,956965953,1478025480,239186886,442,10,2209
mean_pca,0.9491467622426488,0.7547584235147429,0.0011387369995645713,,,,,diabetes,MAR,random,0.5,5,1000x50,3,327057019,1145311939,311437637,442,10,2206
mice_pca,0.9234544058882086,0.7119593979535415,0.28236145499977283,,True,26.0,True,diabetes,MAR,random,0.5,5,1000x50,3,327057019,1145311939,311437637,442,10,2206
vbpca_vb_modern,0.8614668105832529,0.6777367113476515,1.859878827999637,0.266029938574374,,,,diabetes,MAR,random,0.5,5,1000x50,3,327057019,1145311939,311437637,442,10,2206
mean_pca,0.8588247906781248,0.691295484084134,0.00103728899921407,,,,,diabetes,MAR,block,0.1,5,1000x50,0,48637220,992231552,1504247352,442,10,442
mice_pca,0.7672001393111297,0.5905396308293139,0.007484476000172435,,True,4.0,False,diabetes,MAR,block,0.1,5,1000x50,0,48637220,992231552,1504247352,442,10,442
vbpca_vb_modern,0.826306052622638,0.647522304375279,2.6693588660000387,0.12855102068211338,,,,diabetes,MAR,block,0.1,5,1000x50,0,48637220,992231552,1504247352,442,10,442
mean_pca,0.8811207542875269,0.6939646404851497,0.0010711529994296143,,,,,diabetes,MAR,block,0.1,5,1000x50,1,1120843727,1880545477,584211658,442,10,442
mice_pca,0.7390243558519317,0.5788051231407613,0.007478159999664058,,True,4.0,False,diabetes,MAR,block,0.1,5,1000x50,1,1120843727,1880545477,584211658,442,10,442
vbpca_vb_modern,0.8198947115667959,0.6441490293643396,2.6783539690004545,0.12190479097514564,,,,diabetes,MAR,block,0.1,5,1000x50,1,1120843727,1880545477,584211658,442,10,442
mean_pca,0.7198060179927757,0.564302066619604,0.001092303999030264,,,,,diabetes,MAR,block,0.1,5,1000x50,2,964808202,386806787,548455536,442,10,442
mice_pca,0.4350804993854635,0.2831693525221507,0.07326889899923117,,True,35.0,True,diabetes,MAR,block,0.1,5,1000x50,2,964808202,386806787,548455536,442,10,442
vbpca_vb_modern,0.5666429316367352,0.4326969595633022,2.7726596530010283,0.15436866833750676,,,,diabetes,MAR,block,0.1,5,1000x50,2,964808202,386806787,548455536,442,10,442
mean_pca,0.7575052431382016,0.5674318733229328,0.0010300909998477437,,,,,diabetes,MAR,block,0.1,5,1000x50,3,1082162293,1294501140,1416562565,442,10,442
mice_pca,0.6238225845663208,0.44967175346562277,0.006069054999898071,,True,3.0,False,diabetes,MAR,block,0.1,5,1000x50,3,1082162293,1294501140,1416562565,442,10,442
vbpca_vb_modern,0.6768286842423779,0.48930848044263014,2.6669975639997574,0.14246608053663373,,,,diabetes,MAR,block,0.1,5,1000x50,3,1082162293,1294501140,1416562565,442,10,442
mean_pca,1.7063532832581318,1.3904959784535778,0.0009913800004142104,,,,,diabetes,MAR,block,0.3,5,1000x50,0,564774768,491246447,880286850,442,10,882
mice_pca,1.706353283258125,1.390495978453572,0.002839712000422878,,True,1.0,False,diabetes,MAR,block,0.3,5,1000x50,0,564774768,491246447,880286850,442,10,882
vbpca_vb_modern,1.0351972486578784,0.8248591039308892,2.4550603879997652,25.44189924344301,,,,diabetes,MAR,block,0.3,5,1000x50,0,564774768,491246447,880286850,442,10,882
mean_pca,1.262747886404479,0.9261838518089173,0.0010105679994012462,,,,,diabetes,MAR,block,0.3,5,1000x50,1,469049578,488180368,2050630113,442,10,882
mice_pca,1.2627478864044772,0.9261838518089152,0.0029275470005813986,,True,1.0,False,diabetes,MAR,block,0.3,5,1000x50,1,469049578,488180368,2050630113,442,10,882
vbpca_vb_modern,1.1521037675633028,0.9190000771930166,2.4065859530001035,26.906252274600828,,,,diabetes,MAR,block,0.3,5,1000x50,1,469049578,488180368,2050630113,442,10,882
mean_pca,1.2828724802987679,1.007296332083093,0.001125685999795678,,,,,diabetes,MAR,block,0.3,5,1000x50,2,723462480,1556695721,684205812,442,10,882
mice_pca,1.2828724802987657,1.0072963320830908,0.0031997099995351164,,True,1.0,False,diabetes,MAR,block,0.3,5,1000x50,2,723462480,1556695721,684205812,442,10,882
vbpca_vb_modern,0.8971928931237061,0.7159837221388989,2.645194910999635,25.794367141404837,,,,diabetes,MAR,block,0.3,5,1000x50,2,723462480,1556695721,684205812,442,10,882
mean_pca,1.5600425392877193,1.2684656218024613,0.0010606840005493723,,,,,diabetes,MAR,block,0.3,5,1000x50,3,73737819,106462559,2108006528,442,10,882
mice_pca,1.5600425392877173,1.2684656218024597,0.0028345499995339196,,True,1.0,False,diabetes,MAR,block,0.3,5,1000x50,3,73737819,106462559,2108006528,442,10,882
vbpca_vb_modern,1.2273485287116848,0.9610914361341599,2.4870767730008083,26.67193071078956,,,,diabetes,MAR,block,0.3,5,1000x50,3,73737819,106462559,2108006528,442,10,882
mean_pca,1.0411738134798734,0.8223712628636057,0.001186961000712472,,,,,diabetes,MAR,block,0.5,5,1000x50,0,783916794,18245377,813718535,442,10,882
mice_pca,1.041173813479874,0.8223712628636061,0.0031746759996167384,,True,1.0,False,diabetes,MAR,block,0.5,5,1000x50,0,783916794,18245377,813718535,442,10,882
vbpca_vb_modern,0.9609073008707723,0.764392890415826,3.6085501140005363,25.75106681780088,,,,diabetes,MAR,block,0.5,5,1000x50,0,783916794,18245377,813718535,442,10,882
mean_pca,1.4658832606284236,1.191280875469912,0.0009944949997588992,,,,,diabetes,MAR,block,0.5,5,1000x50,1,569001307,1443252070,1969938614,442,10,882
mice_pca,1.4658832606284267,1.1912808754699142,0.002787355000691605,,True,1.0,False,diabetes,MAR,block,0.5,5,1000x50,1,569001307,1443252070,1969938614,442,10,882
vbpca_vb_modern,1.275385353191016,1.0078596582384478,2.380638963999445,26.778790469630994,,,,diabetes,MAR,block,0.5,5,1000x50,1,569001307,1443252070,1969938614,442,10,882
mean_pca,1.2736493838071414,0.9941917092076406,0.0011722039998858236,,,,,diabetes,MAR,block,0.5,5,1000x50,2,1920553815,172631305,8413222,442,10,882
mice_pca,1.2736493838071423,0.9941917092076409,0.0031144059994403506,,True,1.0,False,diabetes,MAR,block,0.5,5,1000x50,2,1920553815,172631305,8413222,442,10,882
vbpca_vb_modern,1.0782236951504336,0.8560261076009517,3.6398608019990206,28.010970105821958,,,,diabetes,MAR,block,0.5,5,1000x50,2,1920553815,172631305,8413222,442,10,882
mean_pca,1.1934049137864091,0.9483311464077983,0.0009634670004743384,,,,,diabetes,MAR,block,0.5,5,1000x50,3,1835487997,387410349,310692344,442,10,882
mice_pca,1.1934049137864118,0.9483311464078007,0.0027938799994444707,,True,1.0,False,diabetes,MAR,block,0.5,5,1000x50,3,1835487997,387410349,310692344,442,10,882
vbpca_vb_modern,0.8971295977845738,0.717447954360188,2.4001268800002435,24.51432056287154,,,,diabetes,MAR,block,0.5,5,1000x50,3,1835487997,387410349,310692344,442,10,882
mean_pca,0.8595656697137588,0.6572273564754478,0.0011041520010621753,,,,,wine,MCAR,random,0.1,5,1000x50,0,2032739216,384917282,1844468778,178,13,231
mice_pca,0.846277074537954,0.6207069202998029,0.07818961000157287,,True,8.0,False,wine,MCAR,random,0.1,5,1000x50,0,2032739216,384917282,1844468778,178,13,231
vbpca_vb_modern,0.8380124074022052,0.6180980665055951,1.3842483419994096,0.12071991199611454,,,,wine,MCAR,random,0.1,5,1000x50,0,2032739216,384917282,1844468778,178,13,231
mean_pca,0.7898676848790817,0.6234863363312131,0.0010727770004450576,,,,,wine,MCAR,random,0.1,5,1000x50,1,1685073451,430781711,1922908518,178,13,231
mice_pca,0.7145732896452494,0.5522537216562413,0.11489504900055181,,True,12.0,False,wine,MCAR,random,0.1,5,1000x50,1,1685073451,430781711,1922908518,178,13,231
vbpca_vb_modern,0.7327809641192915,0.5491156651732267,1.3344986100000824,0.1242828844558467,,,,wine,MCAR,random,0.1,5,1000x50,1,1685073451,430781711,1922908518,178,13,231
mean_pca,0.7542007142375563,0.5913243075589113,0.0010479089996806579,,,,,wine,MCAR,random,0.1,5,1000x50,2,1342431125,989419430,1048388400,178,13,231
mice_pca,0.7109065855909342,0.5628694097088248,0.06716184200013231,,True,7.0,False,wine,MCAR,random,0.1,5,1000x50,2,1342431125,989419430,1048388400,178,13,231
vbpca_vb_modern,0.7059108249998423,0.5552577426008137,1.3368034640006954,0.12493024885932492,,,,wine,MCAR,random,0.1,5,1000x50,2,1342431125,989419430,1048388400,178,13,231
mean_pca,0.7400979704833643,0.6002148550673908,0.0012012219995085616,,,,,wine,MCAR,random,0.1,5,1000x50,3,82643077,1867497048,677112889,178,13,231
mice_pca,0.688889080191564,0.5455868122676814,0.1031141329985985,,True,9.0,False,wine,MCAR,random,0.1,5,1000x50,3,82643077,1867497048,677112889,178,13,231
vbpca_vb_modern,0.6789225896709694,0.5402276690068855,2.004726873999971,0.12682620459894312,,,,wine,MCAR,random,0.1,5,1000x50,3,82643077,1867497048,677112889,178,13,231
mean_pca,0.8135727280772134,0.6470233085392828,0.0010030480007117148,,,,,wine,MCAR,random,0.3,5,1000x50,0,598020914,32842003,562388316,178,13,694
mice_pca,0.8405903224366601,0.6422307486209675,0.45021118900149304,,False,36.0,True,wine,MCAR,random,0.3,5,1000x50,0,598020914,32842003,562388316,178,13,694
vbpca_vb_modern,0.7629657046241866,0.5801300771172833,1.0832477450003353,0.17001950234943658,,,,wine,MCAR,random,0.3,5,1000x50,0,598020914,32842003,562388316,178,13,694
mean_pca,0.7988627540876184,0.6376892037588814,0.0011648629988485482,,,,,wine,MCAR,random,0.3,5,1000x50,1,749844778,95931196,1415857483,178,13,694
mice_pca,0.8208609019493697,0.6147809745425397,0.3470744240003114,,True,21.0,True,wine,MCAR,random,0.3,5,1000x50,1,749844778,95931196,1415857483,178,13,694
vbpca_vb_modern,0.7418991890868348,0.5725261578653821,1.2058462989989494,0.17019377202499514,,,,wine,MCAR,random,0.3,5,1000x50,1,749844778,95931196,1415857483,178,13,694
mean_pca,0.8109516043699473,0.6460549805314925,0.0010772999994514976,,,,,wine,MCAR,random,0.3,5,1000x50,2,305076652,569547306,1030287363,178,13,694
mice_pca,0.8555184918413447,0.6374376006932432,0.3135826210000232,,True,21.0,True,wine,MCAR,random,0.3,5,1000x50,2,305076652,569547306,1030287363,178,13,694
vbpca_vb_modern,0.7471151030414018,0.5738813559792538,1.1307410010012973,0.1622513782384902,,,,wine,MCAR,random,0.3,5,1000x50,2,305076652,569547306,1030287363,178,13,694
mean_pca,0.8580322800925708,0.6561465364274766,0.0011216909988434054,,,,,wine,MCAR,random,0.3,5,1000x50,3,1400199792,398756272,1991748555,178,13,694
mice_pca,0.8667030933826202,0.6492488830131784,0.2989165660001163,,True,19.0,True,wine,MCAR,random,0.3,5,1000x50,3,1400199792,398756272,1991748555,178,13,694
