case,kind,n_features,n_samples,n_components,missing_rate,rotate2pca,repetitions,time_mean_sec,time_median_sec,time_std_sec,time_min_sec,time_max_sec
sparse_genetics_2k,sparse,2000,1000,24,0.97,1,1,1.904201967001427,1.904201967001427,0.0,1.904201967001427,1.904201967001427
sparse_genetics_5k,sparse,5000,1000,32,0.985,1,1,22.770863842000836,22.770863842000836,0.0,22.770863842000836,22.770863842000836
