dataset,mechanism,pattern,missing_rate,n_components_requested,method,n_reps,rmse_mean,rmse_median,rmse_std,rmse_ci_low,rmse_ci_high,mae_mean,mae_median,mae_std,mae_ci_low,mae_ci_high,wall_time_sec_mean,wall_time_sec_median,wall_time_sec_std,wall_time_sec_ci_low,wall_time_sec_ci_high,vbpca_mean_variance_mean,rmse_ci,mae_ci,time_ci
synthetic,MAR,random,0.3,5,vbpca_vb_modern,200,0.4404082445155339,0.4391524827386781,0.0212484167378375,0.400146526687097,0.483494148209868,0.320776703048469,0.3208090350633295,0.0164408802692269,0.2897816138481827,0.3509516828272939,189.52784403836495,212.0231700129989,31.551812339985183,144.71782399174808,225.45934620194825,0.0306424152888967,"[0.4001, 0.4835]","[0.2898, 0.3510]","[144.7178, 225.4593]"
synthetic,MAR,random,0.5,5,mean_pca,200,0.7390268882045403,0.7382412270083846,0.011382366109227,0.7184352766476086,0.7635058158819055,0.5768264641312635,0.5758302467276697,0.0086412018596608,0.560158467000883,0.5962215545732271,0.0036090576501009,0.0036031620002177,0.0001095129903664,0.00340835672323,0.0038166742257089,,"[0.7184, 0.7635]","[0.5602, 0.5962]","[0.0034, 0.0038]"
synthetic,MAR,random,0.5,5,mice_pca,200,0.4359117058613706,0.4378232589865966,0.0173757671736996,0.3959342462979424,0.4718218247692056,0.3189415563412478,0.320176093287517,0.0133328448683946,0.2930955025868998,0.3454231397418322,0.6461571669097611,0.6356526820018189,0.0883845412087785,0.5178881297801127,0.8404551458534117,,"[0.3959, 0.4718]","[0.2931, 0.3454]","[0.5179, 0.8405]"
synthetic,MAR,random,0.5,5,vbpca_vb_modern,200,0.4833889762551054,0.4848978985145022,0.0249123791900127,0.4277619763884722,0.5313945210072327,0.3531266520891847,0.3546413613574147,0.0190854557102824,0.3139053029398164,0.3894754446214968,138.49271941771988,155.88988814500044,22.48784780674524,106.8561826605268,163.84953591430423,0.0525349113785802,"[0.4278, 0.5314]","[0.3139, 0.3895]","[106.8562, 163.8495]"
synthetic,MCAR,block,0.1,5,mean_pca,200,0.6013689150401859,0.6035382612941547,0.0348293142503237,0.5409386955345682,0.6664282058031956,0.4720339919206608,0.4737563472576011,0.0261059353743371,0.4267846758323731,0.521696194710648,0.0028567413498785,0.0028933134999533,0.000140350533477,0.0025972488489968,0.0030895652472281,,"[0.5409, 0.6664]","[0.4268, 0.5217]","[0.0026, 0.0031]"
synthetic,MCAR,block,0.1,5,mice_pca,200,0.3712458710407254,0.3687478095180375,0.0463297119349745,0.2888327737892839,0.4591599407106638,0.2701625131202662,0.2691475310463911,0.0346577333315948,0.2066315945542494,0.3382921376321587,0.2119210255702273,0.2090790490019571,0.1106335759760866,0.1072457813992513,0.378839448326562,,"[0.2888, 0.4592]","[0.2066, 0.3383]","[0.1072, 0.3788]"
synthetic,MCAR,block,0.1,5,vbpca_vb_modern,200,0.4496071670918088,0.4493741709853572,0.0542105003826566,0.3522707195940401,0.5486510946249602,0.329789415088436,0.3299706049895972,0.0415884246025497,0.2570618726735328,0.4035188875465361,240.07743221020988,265.8161974700015,37.36844929419401,184.68325068862268,281.03625276932263,0.0220528786861038,"[0.3523, 0.5487]","[0.2571, 0.4035]","[184.6833, 281.0363]"
synthetic,MCAR,block,0.3,5,mean_pca,200,4.021207456882336,3.936313543696733,0.5343139868160873,3.1947227660943267,5.287179542207165,3.1312081646093635,3.090359278946488,0.393866823158976,2.468544192200273,3.959769520328469,0.0027375789600045,0.0027732284997909,0.0001339004114878,0.0024690399518476,0.0029353847005949,,"[3.1947, 5.2872]","[2.4685, 3.9598]","[0.0025, 0.0029]"
synthetic,MCAR,block,0.3,5,mice_pca,200,4.021207456882336,3.936313543696733,0.5343139868160873,3.1947227660943267,5.287179542207165,3.1312081646093635,3.090359278946488,0.393866823158976,2.468544192200273,3.959769520328469,0.0161576743750265,0.016376997999032,0.000794263070986,0.0147281779978584,0.0175453815255423,,"[3.1947, 5.2872]","[2.4685, 3.9598]","[0.0147, 0.0175]"
synthetic,MCAR,block,0.3,5,vbpca_vb_modern,200,4.021207456882336,3.936313543696733,0.5343139868160873,3.1947227660943267,5.287179542207165,3.1312081646093635,3.090359278946488,0.393866823158976,2.4685441922002727,3.959769520328469,204.03619642044492,229.02501507200031,33.00146666347103,158.0153817412278,240.04512883060005,87.54203920788248,"[3.1947, 5.2872]","[2.4685, 3.9598]","[158.0154, 240.0451]"
