dataset,mechanism,pattern,missing_rate,n_components,synthetic_shape,comparator,reference,metric,n_reps,delta_mean,delta_median,delta_std,delta_ci_low,delta_ci_high,comparator_win_rate,vbpca_win_rate
synthetic,MCAR,random,0.3,5,300x25,mean_pca,vbpca_vb_modern,mae,6,0.11081253942500335,0.10978533949821634,0.017807200002900873,0.08753322357036358,0.13625276332739517,0.0,1.0
synthetic,MCAR,random,0.3,5,300x25,mice_pca,vbpca_vb_modern,mae,6,-0.08839011592874213,-0.09067460080421946,0.004309542735879005,-0.0912065758932836,-0.08112766636610333,1.0,0.0
synthetic,MCAR,random,0.3,5,300x25,mean_pca,vbpca_vb_modern,rmse,6,0.12217189230459252,0.12166776161877668,0.021878925389411562,0.09172859257139784,0.15286171338186277,0.0,1.0
synthetic,MCAR,random,0.3,5,300x25,mice_pca,vbpca_vb_modern,rmse,6,-0.11385707589584822,-0.11648997345284204,0.007373146793731206,-0.11961205315979073,-0.10196503842937155,1.0,0.0
synthetic,MCAR,random,0.3,5,300x25,mean_pca,vbpca_vb_modern,wall_time_sec,6,-0.6549984759994913,-0.652311203998579,0.011717938938105795,-0.67059503762448,-0.6411773161253224,1.0,0.0
synthetic,MCAR,random,0.3,5,300x25,mice_pca,vbpca_vb_modern,wall_time_sec,6,-0.5349767155003065,-0.5364395215001423,0.012764430079152785,-0.5488394686249194,-0.5168737278754634,1.0,0.0
